,statement,label,id
3277,Says Bill White is refusing to debate.,0,4157
3278,"Some Republicans who voted against the stimulus ""have been all too happy to claim credit for Recovery Act projects and the jobs those projects have produced. They come to the ribbon cuttings.""",1,4158
3279,Theres nothing in the [RhodeMap RI] plan that takes away local government control and local zoning control.,1,4159
3280,"More than 80 percent of Georgians dont support legislation to ease gun restrictions in houses of worship, in bars and on campuses.",1,4160
3281,"The Virginia population increased by just 8 percent from 2005 to 2015, but the per capita spending in the budget increased by a whopping 38 percent.",1,4161
3282,"Without Westside MAX, wed need to add 2.9 lanes to the Sunset Highway.",0,4162
3283,"Elena Kagan is a New York City radical, Marxist lawyer through and through.",0,4163
3284,Says Rick Perry provided in-state tuition... for illegal immigrants.,1,4164
3285,Says there were over 600 reports of Texas votes for Donald Trump in the states 2016 Republican primary virtually all getting tallied for Marco Rubio.,0,4165
3286,Wendy Davis has already taken more $ from teacher unions than the past 3 Democrat gubernatorial candidates combined.,0,4166
3287,A proposed immigration bill will bankrupt Georgia if passed.,0,4167
3288,Says large majority of Republicans believe Obama is a Muslim and not U.S.-born.,0,4168
3289,In three years we could find close to 50 million gallons per day through a toilet replacement program.,1,4169
3290,The Washington D.C.-area never has a recession.,0,4170
3291,"Says that when Michelle Fields found out that there was a security camera, and that they had her on tape, all of a sudden that story changed.",0,4171
3292,"Says Texas is 1st in business climate, 49th in education.",1,4172
3293,"Says McCain ""voted to let governments charge rape victims"" for forensic exams.",0,4173
3294,"No Republicans voted for recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. These taxes were all passed under Obamacare.",0,4174
3295,"When Trump wanted to turn a taxpayer-owned building into an $800 anight hotel, (Congressman Jeff Denham, R-CA) helped broker the deal and bragged about it.",0,4175
3296,Says Chris Abele has had five years and hes done nothing about the Estabrook Dam.,0,4176
3297,Community banks are being destroyed by Dodd-Frank.,0,4177
3298,"In New York City, an entry level janitor gets paid twice as much as an entry level teacher.",0,4178
3299,Says black women are fastest-growing demographic group in ... Texas seeking concealed handgun licenses.,1,4179
3300,"Says we will pay the new chancellor a basic salary of nearly $300,000 a year ... an amount that does not include the costs of this public employees benefits, perks and living expenses for a lavish house, an upscale car, a spending allowance, and fine dining almost every day on the taxpayer dollar.",1,4180
3301,Youve got more people wanting to go moose hunting in New Hampshire than want Obamacare.,1,4181
3302,Theres no correlation between primary turnout and wins in the fall in the last 11 elections.,1,4182
3303,The last time Republicans held hostage a resolution to ensure that our countrys bills were paid cost us more than $1 billion in added interest and slowed the economic recovery.,1,4183
3304,Africa is spending the highest percentage of their GDP on education of any part of the world.,0,4184
3305,Recent studies have confirmed that any academic benefits of government funded preschool disappear by the fourth grade.,0,4185
3306,"The top 1 percent of income earners pay 40 percent of all state income taxes, and those at the bottom pay little or nothing.",1,4186
3307,"The Federal Register - which houses all Washington regulations - is 34,000 pages in length and weighs in at more than 340 pounds.",1,4187
3308,"Says that like Todd Akin, all Texas Republicans in U.S. House cosponsored a bill that attempts to distinguish between forcible rape and other sexual assaults.",1,4188
3309,"If you look at the states where soccer is most popular, theyre overwhelmingly blue states, and the states where soccer is least popular are red states.",1,4189
3310,The number of African-American men in prison has increased fivefold since he left office.,1,4190
3311,"Says at the state level were spending more on tax expenditures than we are on public safety, health care and education combined.",1,4191
3312,We have more hospitals that are childrens hospitals than any other state in the union. ,0,4192
3313,"In head-to-head polls for the general election, I beat Hillary Clinton by more than anybody, by 11 points.",1,4193
3314,Says former U.S. Rep. Carol Shea-Porter refused to host town hall meetings during her time in Congress.,0,4194
3315,In Malaysia many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.,1,4195
3316,On calling Supreme Court nominee Sonia Sotomayor a racist.,0,4196
3317,Ninety six percent of employers in the Granite State are considered small businesses.,1,4197
3318,"Amiddle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.",1,4198
3319,On the use of presidentially appointed commissions.,0,4199
3320,"Marco Rubio is a ""Miami lobbyist.""",0,4200
3321,Ive never supported legislation that invades peoples choices about contraception.,1,4201
3322,Mitchell International Airport is the the third busiest airport in the world and the number one busiest in the country.,0,4202
3323,"Georgia is one of seven states to lose jobs in 2011 and has lost 8,200 jobs so far.",1,4203
3324,Says the Obama administration catches and releases nonviolent illegal immigrants.,1,4204
3325,Says Wisconsin Democrats during the previous administration adopted double-digit tax increases.,1,4205
3326,I never considered myself a maverick.,0,4206
3327,Mitt Romney says the Arizona immigration law should be a model for the nation.,0,4207
3328,Individuals with mental illnesses die an average of 25 years earlier than those without a mental illness.,1,4208
3329,Floridas economy became a bad economy ... because of a huge spike in oil prices in the summer of 2008.,0,4209
3330,"Stabilizing the recent financial crisis will cost less than 1 percent of GDP, which is less than the 2.5 percent to fix the savings and loan crisis of the 1980s.",1,4210
3331,Recommendations for a major tax overhaul for Georgia are an overall tax hike.,0,4211
3332,The government -- not the armed forces -- is stockpiling hundreds of millions of rounds of ammunition for domestic use.,0,4212
3333,"Even Roger Williams National Memorial in my home state of Rhode Island attracted nearly 51,000 visitors in 2011, with non local visitors adding more than $3.2 million to the local economy.",1,4213
3334,Six of Georgias counties have no lawyers at all.,1,4214
3335,Employees in workplace freedom states make more money,0,4215
3336,Do this research watch how much crime picks up if you take away [football].,0,4216
3337,The five Guantanamo detainees swapped for Bowe Bergdahl are back on the battlefield.,0,4217
3338,(After the auto bailout) General Motors is back on top as the worlds No. 1 automaker.,1,4218
3339,Martin Luther King Jr. was a Republican.,0,4219
3340,Rhode Island charter schools are nationally recognized as outperforming their counterparts across the country.,1,4220
3341,"Every single day in this country, 1,000 people are deported and the vast majority of those people that are deported arent criminals.",1,4221
3342,"When Roy Barnes was governor, ""Georgia created 235,000 jobs.""",1,4222
3343,Texas has more full-time state employees per capita than California and Illinois.,1,4223
3344,Alaskas Prince William Sound is pristine now.,0,4224
3345,The $2.3-billion budget deficit I inherited when I came into office became a $2.9-billion surplus.,1,4225
3346,"While Americans pray for Paris, the government has acted on mandatory national vaccinations.",0,4226
3347,Every (personhood) bill Ive ever support has either had language that says were conforming to the constitutional rulings of the Supreme Court or something to that effect.,0,4227
3348,Says Scott Brown voted to give oil companies big tax breaks.,1,4228
3349,The infant mortality rate is 15 percent higher in states with right-to-work laws.,1,4229
3350,The state of Georgia is near the bottom among states for SAT scores and graduation rates.,1,4230
3351,"Were only spending 2 percent of our GDP on our infrastructure, while China and India are spending 10 percent of their GDP reinvesting back into their country.",1,4231
3352,"The middle class can be defined to include those with income between roughly $20,000 and $60,000.",1,4232
3353,"By the end of this decade, the interest we owe on our debt could rise to nearly $1 trillion.",1,4233
3354,Odd fact for odd draft: No. 2 overall pick will earn more than the No. 1 pick due to no state tax in Florida. So 2 not so bad.,1,4234
3355,"One industry in America has increased its employment base in the last four years by 176,000 people: the United States government.",1,4235
3356,"In 1947, when I was born, there were about 450,000 lions. In the mid-70s, when my kids were born, there were about 100,000. Today, there are less than 30,000.",1,4236
3357,"Says that in some Texas communities, our unemployment rate is still at 10 and 20 percent.",1,4237
3358,"Thousands of politicians from across Ohio along with their relatives, employees and friends are still eligible to serve on the proposed redistricting commission.",1,4238
3359,"Says Mitt Romney is committed to overturning Roe vs. Wade, and he supports such amendments that define a life as beginning at the moment of conception.",1,4239
3360,"Says Sierra Club sued him to stop oil and gas activity on Texas coast, but we won and the turtles are fine.",1,4240
3361,"If the state turns down money for high-speed rail, it will kill nearly 10,000 permanent Wisconsin jobs.",0,4241
3362,Says Pat Toomey visited Joe Sestak and other veterans in 2002 and then came home and voted against every veterans appropriations bill.,0,4242
3363,Says North Carolina Republican Senate candidate Thom Tillis called Obamacare a great idea.,0,4243
3364,He has never voted for a federal restriction on gun ownership.,1,4244
3365,"In Oregon, 12,808 people were arrested for marijuana-related crimes in 2012.",0,4245
3366,"Under Gov. Mitt Romney, Massachusetts ranked 47th in job creation.",1,4246
3367,The six largest cities in Ohio all have higher rates of violence and crime than every major city along the U.S.-Mexico border.,1,4247
3368,He's sued gun manufacturers. He was supportive of Brady. He was supportive of things like assault weapon bans.,1,4248
3369,Says he did not support the October 2008 legislation to rescue Wall Street firms.,1,4249
3370,"Said U.S. Rep. Jim Marshall, D-Macon, sent nearly $2 billion overseas to build wind turbines and create jobs, mostly in China",0,4250
3371,The Arab Spring drove up gas prices.,1,4251
3372,"The Republican budget plan says that 10 years from now, if youre a 65-year-old whos eligible for Medicare, you should have to pay nearly $6,400 more than you would today.",1,4252
3373,Says New York has bureaucrats telling you whether you can even drink a Big Gulp.,0,4253
3374,The wealth gap between blacks and whites in the United States is greater than the black-white wealth gap was in apartheid South Africa.,0,4254
3375,"Chris Christie cut equal pay for women, calling it senseless bureaucracy.",0,4255
3376,"According to a recent Congressional Budget Office report, under Obamacare, 7 million people will lose their employer-sponsored insurance.",0,4256
3377,We in Indiana have . . . the highest credit rating in the nation.,1,4257
3378,Tim Kaine proposed over $6 billion in tax increases from the time he entered the governors mansion until the time he left.,1,4258
3379,"Cervical cancer in Africa is fully preventable with basic education, screeningand vaccines.",1,4259
3380,A member of the redistricting commission proposed in Issue 2 could accept a bribe from somebody and couldnt be removed from this commission.,0,4260
3381,"Making public colleges and universities tuition-free, that exists in countries all over the world, used to exist in the United States.",1,4261
3382,A wide majority of NRA households ... supported this legislation on gun background checks.,1,4262
3383,"Today, about 40 percent of guns are purchased without a background check.",1,4263
3384,"The Democrats have over 20 field agents to our zero.""",1,4264
3385,Social Security is a Ponzi scheme.,0,4265
3386,Says Nick Rahall voted with Obama 94 percent of the time.,1,4266
3387,"In 2011, texting surpassed alcohol as the leading contributing factor in teen driving deaths.",0,4267
3388,"The vast majority of (Syrian) refugees are young, able-bodied men looking for work.",0,4268
3389,The Republican leader of the Senate said his main goal after this election is simply to win the next one.,1,4269
3390,Rick Scott increased tuition at our state colleges and universities by double digits.,0,4270
3391,Our men and women of the Guard have been forced to contact food banks to feed themselves.,0,4271
3392,Says Scott Walkers views on abortion are more restrictive than any Republican president in recent times.,1,4272
3393,The non-profit groupFeeding America is lying when it claimsthat one in five kids is fighting starvation daily in the United States.,0,4273
3394,"Up until two weeks ago, John McCain was a leading proponent of amnesty. Now with me challenging him, suddenly he has changed.",0,4274
3395,"An image of nine white, blondwomen shows the amazing diversity of Fox News anchors.",0,4275
3396,"The Medicare proposal by Rep. Paul Ryan, R-Wis., would allow insurance companies to deny you coverage and drop you for pre-existing conditions.",0,4276
3397,"Of the four statewide races this century within a 300-vote margin, three have been overturned in a recount.",1,4277
3398,Michelle Obama ordered $400 worth of lobster and caviar at a New York hotel.,0,4278
3399,Says Newt Gingrich said Spanish is the language of the ghetto.,1,4279
3400,"When I came into office, our vaccination rate in Texas was 65 percent. When I left two weeks ago, it was 95 percent.",0,4280
3401,Central Health is the only hospital district in Texas that spends taxpayer dollars on abortions.,1,4281
3402,The decision to remove Chick-fil-A from Emory University was based solely on student feedback.,1,4282
3403,Women who have miscarriages could be investigated by police under legislation supported by Republican state Senate candidate Rick Gudex.,0,4283
3404,Businesses will be required to certify to the IRS under penalty of perjury that Obamacare was not a motivating factor for cutting staff.,1,4284
3405,On restoring voting rights to non-violent felons.,0,4285
3406,"President Obama ""doesn't ... want to admit we're at war.""",0,4286
3407,"Says Barack Obamas regulatory adviser Cass Sunstein, wants to ban hunting and says animals should be represented in court.",1,4287
3408,Says stories about his birth certificate drowned out media coverage of the Republican and White House budget plans the week of April 11.,0,4288
3409,Chesterfield has eliminated more positions from its general government operations than the Commonwealth has from the entire state government since (fiscal) 2009.,1,4289
3410,The Koch network (is) spending more money (in a Senate race) in Ohio than anywhere else in the country.,1,4290
3411,"In Russia all people are absolutely equal regardless of their religion, sex, ethnicity, or sexual orientation, while 70 countries of the world have criminal liability for homosexuality.",1,4291
3412,Says Texas Senate hopeful Donna Campbell doesnt live in the district shes hoping to win in 2012.,0,4292
3413,The state covered a smaller percentage of the cost of K-12 education in 2013 than it did in 2002.,1,4293
3414,The government does not need a warrant to read your old emails.,1,4294
3415,"Says Gov. Scott Walker has led people to believe that if Wisconsin doesnt implement a (health-care) exchange, Obamacare doesnt happen here.",0,4295
3416,The poorest in this country are women.,1,4296
3417,Says Dow Chemical decided to build a plant in Saudi Arabia rather than Oklahoma due to the impact of environmental regulations on the supply of natural gas.,0,4297
3418,Says Richard Devlin raised your taxes by $1 billion in a single day.,1,4298
3419,"The head of the IRS ordered 24,000 emails erased before Congress could review them, making sure the American people will never know the real truth.",0,4299
3420,Says in Newark were paying 80 percent of the school budget from local property taxes.,0,4300
3421,"Georgia has the nations fifth largest Women, Infants and Children (WIC) Supplemental Nutrition program, serving more than 270,000 mothers, babies and children every day.",1,4301
3422,Says she created the first felony deferred prosecution program for nonviolent first-offenders in Texas.,0,4302
3423,"Says when an interviewer asked Donald Trump if he treats women with respect, Trump replied, I cant say that.",0,4303
3424,We spend about 75 percent of the entire cost of the military aspect of NATO.,1,4304
3425,"In every state, women are paid less than men.",1,4305
3426,"Theres only one of us whos actually cut government spending -- not two, theres one and youre looking at him.",1,4306
3427,The health care bill cuts the deficit by over $1 trillion dollars.,1,4307
3428,Says Newt Gingrich has said that we should make the 11 million illegal workers that are in this country legal.,0,4308
3429,"In 2008, when Flint had 265 sworn officers on their police force, there were 35 murders and 91 rapes in this city. In 2010, when Flint had only 144 police officers, the murder rate climbed to 65, and rapes climbed to 229.",1,4309
3430,Says he can be on the ballot for Congress while serving time in jail.,1,4310
3431,Says a national Coca-Cola study showed Texans love Texas more than residents of any other state love their state; Wisconsinites ranked second.,0,4311
3432,"Obama ""only wants your children to have health insurance.""",0,4312
3433,The Fair Tax proposal encourages innovation and investment level the playing field for American companies to compete globally.,1,4313
3434,Says the federal government is earning more tax revenue now than any other time.,0,4314
3435,The United States was not one of 16 countries where David Perdue said in his Pillowtex deposition that he created jobs.,0,4315
3436,Maggie Hassan missed nearly every university system board meeting.,1,4316
3437,"Donald Trump said he was excited for the 2008 housing crash that devastated millions of American families, because he thought it would help him scoop up more real estate on the cheap.",1,4317
3438,Says Josh Mandel opposed federal loans to the auto industry.,0,4318
3439,"Says in our gun laws were allowing domestic abusers to sidestep this ban on getting a gun. The loophole allows a convicted abuser to walk into a gun show and walk out with a gun, no questions asked.",1,4319
3440,A substantial number of probationers participating in a pilot project to ease the farm labor shortage are able to finish the work.,0,4320
3441,Says the Simpson-Bowles deficit reduction proposal urged raising $2 trillion in new revenue.,0,4321
3442,"The high-speed rail project would create 60,000-plus jobs for Floridians.",0,4322
3443,Today almost half our debt is owned by foreigners.,1,4323
3444,Says he was the only Republican to vote against creating a House panel to investigate Planned Parenthood.,1,4324
3445,"So far in 2015, there have been more mass shootings than days.",0,4325
3446,Republican candidate for governor Nathan Deal fought to weaken Georgias rape shield law.,1,4326
3447,"Nothing was done. I mean, $25 million was spent, but we dont have that (gun ownership)database.",0,4327
3448,Aaron Bean voted to give illegal immigrants in-state tuition.,1,4328
3449,Says he has a track record of not raising taxes.,0,4329
3450,Almost 40 percent of all (undocumented)immigrants come by plane and they overstay their visas.,1,4330
3451,"Last year, Obama administration officials released into our neighborhoods more than 36,000 criminal immigrants who had nearly 88,000 convictions. The crimes included hundreds of convictions for murder, rape and kidnapping and thousands of drug-related crimes.",1,4331
3452,"Commercial buses in the United States have a stellar safety record, a safety record that exceeds that of any other commercial mode or surface transportation mode.",1,4332
3453,Were No. 1 in child hunger.,1,4333
3454,"Here, we have Thanksgiving, we have Christmas, we have the 4th of July. Every year in Iran, they celebrate Death to America day.",0,4334
3455,"The pension fund in the city of Providence is only 30 percent funded, about the same level as when he [Taveras] took office.",1,4335
3456,Florida sends $135 billion and D.C. returns $150 billion.,1,4336
3457,Says President Barack Obama delivered $2 billion to Brazil to help with offshore drilling projects.,0,4337
3458,Opponent Glenn Hegar expressed pride in legislated cuts to public school funding.,1,4338
3459,One. Thats the number of new drilling permits under the Obama administration since they came into office.,0,4339
3460,We just had someone last week in Neenah near a school kill someone with a bow and arrow.,0,4340
3461,"The Obama administration offered $900 million to Hamas, a recognized terrorist organization, to rebuild Gaza.",0,4341
3462,Says Wisconsin Gov. Scott Walker is making voting more difficult by closing Department of Motor Vehicles offices where low-income voters live.,0,4342
3463,University of Wisconsin Systems reserves are in the mid- to low-range of comparable university systems.,1,4343
3464,"I won the South Carolina primary in 2004, and I was way behind in the polls at this stage in 2004.",1,4344
3465,"(Big banks) have invested over $300,000 in (Joe Heck), and Heck has sponsored $44 million dollars in tax breaks for banks.",0,4345
3466,"The alternative to higher state worker pension and health care payments is to look at 1,500 layoffs of state employees or close to 200,000 children who would be bumped off Medicaid-related programs.",0,4346
3467,"Contrary to popular belief, we actually dont have that many public employeesWe are well below average in the number of public employees.",1,4347
3468,"Right now, we have the lowest gas tax of anywhere in the country.",1,4348
3469,"Says Hillary Clinton and Tim Kaine want to shut down shale, and shut down natural gas.",1,4349
3470,When President Obama was running for re-election Senator Sanders was trying to find someone to primary him.,1,4350
3471,Providence has amongst the highest tax rate(s) in the entire country.,1,4351
3472,"There was never a single shred of evidence presented to anyone thatthe attacks in Benghazi, Libya, were spontaneous, and in fact, the CIA themselves understood that early on.",1,4352
3473,"To help balance the 2011-13 budget, Gov. Scott Walker used a credit card approach that pushed over $500 million in debt onto our children and our grandchildren costing state taxpayers more than $150 million in interest.",1,4353
3474,SaysBarack Obama voted for the very same language ofIndianas Religious Freedom Restoration Act when he was in the Illinois state Senate. Sexual orientation doesnt have anything to do with this law.,1,4354
3475,If Senator Clinton or John McCain had stood up in previous years for increases in fuel efficiency standards . . . then we would not be in this same situation in the first place.,1,4355
3476,"Among the money spent on health care in the United States, ""46 cents on every dollar spent is through Medicare and Medicaid.""",1,4356
3477,Says Democratic state Sen. Jim Holperin voted against a property tax freeze in 2009 and then voted for a $1.5 billion property tax hike.,0,4357
3478,Today the Walton family of Walmart own more wealth than the bottom 40 percent of America.,1,4358
3479,Says Mitt Romney was director of a company that stole millions from Medicare.,1,4359
3480,Middle-class Americans pay a higher tax rate than millionaires and billionaires.,1,4360
3481,On high-speed rail.,0,4361
3482,Winning enough pledged delegates is not impossible.,1,4362
3483,"Atlanta now has as many visitors as Las Vegas, San Diego and Los Angeles. Orlando, Fla., and New York City still have more visitors.",1,4363
3484,"The Bush administration pulled the troops out of Afghanistan, pulled the resources away, because they wanted to invade Iraq instead.",1,4364
3485,"Bill OBriens Tea Party legislature tried to repeal kindergarten and compulsory education, defund Planned Parenthood and eliminate insurance coverage for birth control.",0,4365
3486,Says Proposition 205 blocks market entry for new marijuana dispensaries.,0,4366
3487,"This is the same (farm) bill we voted on a few weeks ago, with the exception of one or two sentences.",0,4367
3488,"Says none of the government programs targeted for elimination or severe cutback in House Republican spending plans appeared on the GAOs list of government programs at high risk of waste, fraud and abuse.",1,4368
3489,We refused to balance the budget on the backs of our children.,0,4369
3490,A majority of the American people opposed the health care law when it was signed and still oppose it today.,1,4370
3491,"When Chuck Schumer and Marco Rubio tried to push amnesty, it was Ted Cruz who stopped them.",0,4371
3492,"Hillary Clinton has already said shes going to wipe out the Second Amendment. She doesnt believe in the First Amendment. And, she also believes in big government, which flies in the face of the 10th Amendment",0,4372
3493,"Ohio lost 400,000 jobs on his (Ted Stricklands) watch.",1,4373
3494,"Says Virginia, Florida and Georgia are the three states that are the principal source for gun trafficking.",1,4374
3495,Says Hillary Clinton shows up in Broward County and had a private meeting with elections supervisor Brenda Snipes.,0,4375
3496,Voter fraud provided a portion of the margin of victory of Democrat John Lehman over Republican Sen. Van Wanggaard in a state Senate recall election.,0,4376
3497,"Clayton County has employed 1,300 people over the past seven months through the Neighborhood Stabilization Program.",1,4377
3498,"Health care reform plans being consided in Congress ""will finally reduce the costs of health care.""",1,4378
3499,"Mayor Tom Barretts policies drove unemployment up 27 percent in Milwaukee, pushing it to one of Americas 10 worst cities for unemployment.",1,4379
3500,Two-thirds of our kids cant read at grade level.,1,4380
3501,"Our debt now is about $140,000 per household.",1,4381
3502,"Under Charlie Crist, Florida lost 825,000 jobs and the unemployment rate increased from 3.5 percent to 11.1 percent.",1,4382
3503,"The Massachusetts health care plan dealt with 8 percent of our population, far less than the 100 percent of American people affected by President Barack Obamas health care law.",0,4383
3504,Georgias illegal immigration crackdown laws should be called the Brown Codes because of their similarity to the Black Codes governing blacks after the Civil War.,0,4384
3505,Says Ken Cuccinelli tried to make it more difficult for mothers to obtain divorces.,1,4385
3506,Incoming House Speaker Dean Cannon and incoming Senate President Mike Haridopolos have said they plan to champion efforts next legislative session to allow oil rigs off Florida's coast.,1,4386
3507,Says his comment about extremists being a JV team wasnt specifically referring to Islamic State.,0,4387
3508,"One man (New Castle, Del., County Executive, Chris Coons) thought property taxes should be hiked almost 50 percent.",1,4388
3509,"NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.",0,4389
3510,Social Security has not contributed to the debt and the deficits.,0,4390
3511,The American Power Act would cut our dependence on oil in half.,1,4391
3512,Texas is one of only a handful of states that does not have an equal pay law.,0,4392
3513,Says Charlie Crists campaign bashedSen. Bill Nelsons big-government solutions.,0,4393
3514,"There is no incontrovertible proof that speed, in and of itself, is the contributing factor to increasing (vehicular) fatalities.",1,4394
3515,Says proposed anti-abortion legislation would force women facing the most personal of health decisions to endure a transvaginal ultrasound.,1,4395
3516,Two of the top three (rated) public high schools in Wisconsin Ronald Reagan College Prep and Rufus King International are MPS schools.,1,4396
3517,"By 2009, dozens of senior terrorists had been taken off the battlefield by drones.",1,4397
3518,"Says Tommy Thompson favors Obamas health care mandate, was publicly thanked by Obama for health reform support and that Thompson says we cant repeal Obamacare.",0,4398
3519,"Says state Rep. Jim Keffer, a GOP lieutenant to House Speaker Joe Straus, ""did mail pieces for Democrat Mark Strama to help him defeat"" a Republican.",1,4399
3520,On abortion rights.,1,4400
3521,"The Department of Justice, under the Obama administration, disagrees with the decision Judge Sotomayor made in the Ricci vs. DeStefano case.",1,4401
3522,"Says that since 1975, redistricting by Texas lawmakers has always been found in violation of Section 5 of the Voting Rights Act.",1,4402
3523,There was serious voter fraud in New Hampshire.,0,4403
3524,Tallahassee is the ninth-rainiest (city) in the nation.,1,4404
3525,Knopp says he upheld a campaign promise not to join the Public Employees Retirement System (PERS).,1,4405
3526,The United States is the only advanced country on Earth that doesnt guarantee paid maternity leave to our workers.,1,4406
3527,Faculty salaries at UW System institutions have now fallen more than 18 percent below the national average.,1,4407
3528,ISIS is in 32 countries.,1,4408
3529,"After the oil spill, Congressman Adam Putnam ""doubled down saying all energy sources, including oil drilling in the Gulf, should be considered just days after the oil spill started.""",1,4409
3530,Global surface temperatures have been flat for 16 years.,1,4410
3531,Says the Democratic Party createda debate schedule to maximize the opportunity for voters to see our candidates.,0,4411
3532,Says he lived up to a 2008 promise when he closed corporate tax loopholes that were sending profits overseas.,1,4412
3533,"The United States has an immigration system where only 6.5 percent of people who come here, come here based on labor and skill.",1,4413
3534,We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So weve taken 5 percent away from the private sector.,1,4414
3535,The Export-Import Bank doesnt cost taxpayers anything.,1,4415
3536,Says Gov. Rick Scott is spending a quarter of a million of our tax dollars to robocall people.,0,4416
3537,Obama says hes put forward a specific $4 trillion deficit reduction plan.,1,4417
3538,"On allowing abortion in cases of rape or incest, I have never said that or advocated that.",0,4418
3539,"In South Florida, weve had nine inches of sea-level rise since the 1920s.",1,4419
3540,"Inequality in Texas is steadily getting worse, with very few rich people, a great many poor people, and fewer and fewer in the middle.",1,4420
3541,Says Mitt Romney has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.,1,4421
3542,Washing your hands and covering your mouth when you cough makes a huge difference in reducing transmission of the flu.,1,4422
3543,"Half of all personal bankruptcies in America ""are caused by medical bills.""",1,4423
3544,The president of the United States came in the Tuesday before the election in a ward that went 99% for him in the last election and they couldnt even (increase) the vote there.,1,4424
3545,"Spending on welfare, on prisons, and education, all of those have dropped by hundreds of millions of dollars because of Arizonas immigration laws that drove outundocumented immigrants.",0,4425
3546,"Over the last 20 years, the world has changed. It used to be that one could make a career out of working for one company. Today, the average worker stays at his or her job for barely four years.",0,4426
3547,We gave every public employee in the state the freedom to choose whether or not they want to be in a union.,0,4427
3548,Scott Walker raises nearly 70 percent of his money from out of state,0,4428
3549,David Simpson actually voted for drivers licenses for illegal immigrants.,0,4429
3550,Saysproposal to boostteacherpension fundputs no mandate on local government.,0,4430
3551,"Says after Hillary Clinton helped a man accused of raping a 12-year-old, shes seen laughing on two separate occasions, laughing at the girl who was raped.",0,4431
3552,Says Gov. Scott Walker said no to equal pay for equal work for women.,0,4432
3553,Says Bill Whites program to bring dropouts back to school was so successful that almost every city in our state has replicated it.,1,4433
3554,We werent told they wanted more security for diplomatic facilities in Libya.,0,4434
3555,Says Hillary Clinton spent 30 days in the hospital in 2012 and appeared wearing glasses that are only for people who have traumatic brain injury.,0,4435
3556,"When I became president and CEO of Godfathers Pizza, it was supposed to go bankrupt . . . We turned it around with common-sense business principles.",1,4436
3557,"In Houston, Texas, today, there are no homeless veterans.",0,4437
3558,Says the City of Portland alone has 84 public relation representatives on payroll which cost taxpayers over $6.2 million (a year).,0,4438
3559,"Since Obama took office, a net of 540,000 additional black Americans Obamas strongest supporters have lost their jobs.",1,4439
3560,Charlie Crists personal approval numbers are plummeting.,0,4440
3561,Most countries have no debt ceiling.,1,4441
3562,"My opponent was on both the city of Chicago payroll and the state of Illinois payroll simultaneously, taking full salary, funding her full pension benefits both as a city worker and as a state worker for 10 years.",1,4442
3563,Says he holds the record for most appearances on Meet the Press.,1,4443
3564,Says Saddam Hussein had a 10-year relationship with al-Qaida.,0,4444
3565,Congresswoman Frederica Wilson successfully postpones closure of the North Perry airport tower.,0,4445
3566,"Every day, about 100 people will be arrested for possession of marijuana in Georgia.",0,4446
3567,"Says that according to many reports and even our own data, the state of Texas spent more through Medicaid on orthodontia than all other states combined.",1,4447
3568,"Just like Hillary Clinton, Russ Feingold had a run-in with corruption and scandal by using a personal slush fund -- a.k.a. the Feingold Foundation -- while plotting another run for U.S. Senate.",0,4448
3569,We know that every 85 visitors create one Florida job.,1,4449
3570,"Since 2009, after-tax incomes are up nearly 14 percent.",1,4450
3571,"We understand that this heroin is primarily coming from Mexico, over the border.",1,4451
3572,Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once.,1,4452
3573,Says the media created the term polar vortex and the cold air proves the ice isnt melting.,0,4453
3574,"New Jersey today has fewer employees in state government than it had when Christie Whitman left office in January of 2001, and I think thats good. And we did it without any layoffs. We did it through attrition.",0,4454
3575,"Over the past 10 years, the number of people living in Lower Manhattan has nearly doubled. In fact, Lower Manhattan has added more people over the last 10 years than Atlanta, Dallas and Philadelphia combined.",1,4455
3576,"Before we even passed health care, 4 millions kids got health insurance that didnt have it before, through the Childrens Health Insurance Program.",1,4456
3577,"The top man at Yale Law School came out ... with just a raging report about former HP CEO Carly Fiorina,saying she isone of the worst executives in his memory in history running the company.",1,4457
3578,The American slave trade caused 5 million deaths or more.,0,4458
3579,"Last week, the Supreme Court reversed a century of law that I believe will open the floodgates for special interests including foreign corporations to spend without limit in our elections.",0,4459
3580,Says Texas colleges and universities may opt to allow guns on campuses.,1,4460
3581,The vast majority of minimum wage workers get a raise within a year.,1,4461
3582,"I'm predicting (the Saints) will go not only undefeated, but all the way through the Super Bowl -- something that's never been done before.",0,4462
3583,"We have one of the most expensive General Assemblies, per capita, in the entire country.",1,4463
3584,"Since that famous day in February where the governor campaigned with Barack Obama on behalf of the stimulus program, 211,000 Floridians have lost their jobs.",1,4464
3585,"Barack Obama's health care plan ""would leave 15 million Americans out.""",1,4465
3586,"Says of 80,000 people who were denied a firearm in 2012 due to a failed background check, only 44 were prosecuted.",1,4466
3587,The health care numbers are going up.,0,4467
