,statement,label,SentimentScore,CountPunc,Readability,CountWord
1923,Virginia women earnonly 79 cents to each dollar earned by men...,1,0.0,3,7.2,11
1924,Says oil productions down where Obamas in charge.,1,0.0,1,7.3,8
1925,Every other major country has family paid leave.,1,-0.0516,1,6.7,8
1926,Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free.,0,0.5106,1,13.1,28
1927,"Says that during President Barack Obamas tenure, the United States has created 15 million new jobs.",1,0.5859,2,11.3,16
1928,The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.,0,-0.3612,5,8.4,20
1929,President Barack Obama ordered our military to enlist illegal aliens.,0,-0.5574,1,11.8,10
1930,"A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.",0,0.8487,7,22.6,33
1931,"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.",1,0.2732,2,9.6,18
1932,"We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common.",1,0.0,3,14.8,25
1933,Congress gave an unelected board the power to deny care to seniors.,1,0.2023,1,6.6,12
1934,I never said I was on the Falkland Islands.,1,0.0,1,1.4,9
1935,My state of Florida is now the third-largest state. We have surpassed New York in population.,0,0.0,3,5.6,16
1936,The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.,1,0.4019,7,14.1,20
1937,Says Wisconsin Senate recall candidate Jessica King voted to increase her pay with taxpayer dollars by 63 percent.,0,0.2263,1,13.0,18
1938,Says Barack Obama began his presidency with an apology tour.,0,0.0516,1,7.6,10
1939,A Texas law will repatriate $1 billion of gold bullion from the Federal Reserve in New York to Texas.,0,0.0,2,8.7,19
1940,The majority of the Hispanic population and the growth (of the population) is U.S.-born.,1,0.3818,6,10.8,14
1941,Says Barack Obamas administration has admitted that money from its Iran nuclear deal would go directly to terrorism.,1,-0.6369,1,13.5,18
1942,No Bridge to Nowhere could occur.,0,-0.296,1,3.6,6
1943,"When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state.",1,0.8074,7,15.5,32
1944,"When it comes to classified information at the State Department, Hillary Clintons the decider.",1,0.0,2,12.8,14
1945,"Right now, Im polling at about 8 percent against Barack Obama and Mitt Romney.",0,0.0,2,7.4,14
1946,Food stamps have gone up two-and-a-half times under Barack Obama.,0,0.0,4,9.9,10
1947,"In the 38 Studios deal, Wall Street investors took a risk, and went bust.",0,-0.2732,3,5.8,14
1948,Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.,0,-0.128,1,9.3,15
1949,"The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... its fair to say the science is in dispute.",0,0.2732,8,13.5,32
1950,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,1,0.25,1,15.5,24
1951,State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,0,0.4767,1,16.6,18
1952,"The federal government is making the decision, whether we like it or not, to send 425 refugees to our state from Syria.",1,0.3612,3,10.5,22
1953,Beer drinking is not allowed in any Illinois state parks.,0,0.0,1,6.2,10
1954,Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,0,0.0,3,11.2,17
1955,"On new dollar coins, In God We Trust is gone!",0,0.69,2,0.5,10
1956,Freshman Rep. Bob Gibbs is spending his one year anniversary on vacation only working 6 days in all of January.,0,0.0,2,10.2,20
1957,Early voting remains at 96 hours.,0,0.0,1,3.6,6
1958,Says Obama flip-flopped on banning handguns.,1,0.0,2,12.2,6
1959,I remain one of the poorer members of the United States Senate.,1,0.0772,1,5.0,12
1960,[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.,0,0.0,4,9.0,15
1961,What happens is people like Warren Buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. It's not right.,1,0.6908,9,11.1,40
1962,"Other Western countries have ended their ""Don't Ask, Don't Tell"" policies.",1,0.0,6,11.5,11
1963,The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.,1,0.3818,6,8.4,16
1964,"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",0,0.2732,2,13.8,18
1965,The presidents own advisers have said theres a war on coal.,0,-0.5994,1,5.0,11
1966,"Because of the new health care law, 17 million kids can no longer be denied for a pre-existing condition.",0,-0.2263,3,9.6,19
1967,Says Hillary Clinton is proposing destroying Medicare for seniors.,0,-0.5574,1,13.4,9
1968,On supporting winner of Democratic primary with her superdelegate vote.,0,0.7717,1,12.8,10
1969,The IRS has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance.,1,-0.7351,4,17.4,23
1970,A bill to advance the Keystone XL Pipeline is an earmark under House rules.,0,0.0,1,6.4,14
1971,Says Rick Scott thinks employers should be able to deny women coverage for birth control.,1,-0.34,1,9.6,15
1972,Florida is the first state requiring drug testing to receive welfare!,0,0.0,1,9.3,11
1973,Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,0,0.0,2,14.0,23
1974,"A lot of people who go into prison straight, and when they come out theyre gay.",0,-0.34,2,5.4,16
1975,"SaysGOP U.S. Senate candidate Darryl Glenn wants to eliminate the Department of Education and jeopardize college fundingfor 320,000 Coloradans.",1,0.0,4,19.1,19
1976,The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.,0,0.4215,2,10.9,25
1977,Michael Bennet cast the deciding vote for the stimulus and the health care bill.,0,0.4939,1,8.1,14
1978,White people control almost 90 percent of the nations wealth.,1,0.4939,1,8.1,10
1979,200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.,0,-0.4939,2,3.9,14
1980,Congress Approves Bill Offering Free Cars To Welfare Recipients.,0,0.7184,1,12.4,9
1981,Wisconsin is not walking away from a dime in federal funds by rejecting the Obamacare Medicaid expansion.,0,-0.4588,1,11.8,17
1982,"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.",0,-0.4019,6,15.1,29
1983,"Says that, as a Supreme Court justice, Greg Abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer.",1,0.0516,3,17.0,34
1984,"The original compromise for the Confederate battle flag in South Carolina was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty.",1,-0.0772,2,17.6,35
1985,The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin.,1,0.0,4,10.1,16
1986,Weve now gained private sector jobs 12 months in a row.,1,0.3818,1,3.3,11
1987,George Bush sent people to war without body armor.,1,-0.5994,1,5.1,9
1988,"Says Jeff Brandes voted to allow state-run Citizens Property Insurance to dump policies onto out-of-state, unregulated private companies.",1,-0.1779,5,19.0,18
1989,Ch Guevara wrote extensively about the superiority of white Europeans over people of African descent.,0,0.34,1,13.4,15
1990,"From 1947 to 1979, family incomes for rich, middle-income and poor Americans grew about the same rate. But since 1979, incomes for rich families have grown much faster.",1,0.7311,6,9.3,28
1991,Hitler abolished unions and thats what Wisconsin Gov. Scott Walker is doing today.,0,0.0,2,7.2,13
1992,Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.,0,0.1129,1,13.8,23
1993,"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain.""",0,0.4939,4,14.0,21
1994,Republicans went out of the way to praise (Eric) Holders nomination. ... Not a single Republican senator opposed Eric Holders nomination.,1,0.5574,7,11.1,21
1995,We actually have not required in this law that you carry health insurance.,0,0.0,1,7.5,13
1996,States still face a mandate to expand Medicaid coverage under President Obamas health care reform law.,0,0.6705,1,12.2,16
1997,SaysTom Cotton voted against preparing America for pandemics like Ebola.,0,0.3612,1,13.2,10
1998,"Since President Obama took full control of Washington every single day, more than 1,500 of our jobs have been lost.",0,-0.3182,3,11.2,20
1999,"Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!",0,0.4003,2,9.3,18
2000,"The DREAM Act was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadnt changed. ... The only thing that had changed was politics.",1,0.516,8,4.0,41
2001,Says former state Sen. Kelli Ward wanted to ban our intelligence agencies from operating in Arizona.,0,-0.128,2,7.6,16
2002,"70,000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program. ... 2,000 in the state of Florida alone.",1,-0.5719,11,17.2,23
2003,Betty Sutton and her fellow Democrats went on a spending spree and now their credit card is maxed out.,0,0.3818,1,8.9,19
2004,"Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas.",0,0.4215,2,12.4,19
2005,"Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.",0,-0.3182,3,13.8,20
2006,"Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color.",1,-0.4767,8,8.2,30
2007,"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.",0,0.4019,6,7.6,22
2008,"Says the federal government could save $175,587 by eliminating a study of the connection between cocaine and risky sex habits of the Japanese quail.",1,0.34,3,15.1,24
2009,On the Cuba embargo.,0,0.0,1,0.6,4
2010,Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.,0,-0.5106,1,13.8,21
2011,Obamas position on nuclear arms is a march toward global zero.,1,0.0,1,6.3,11
2012,"Once people become citizens under the DREAM Act and turn 21, they can sponsor their illegal immigrant parents for legalization.",1,-0.2185,2,14.0,20
2013,Says Wisconsin Manufacturers Commerces own 2014 survey revealed that just 15 percent of business executive respondents were in favor of Right-To-Work legislation.,0,0.4019,3,19.8,22
2014,The Capitol Police force is going so far as to use paramilitary equipment in dealing with singing protesters in Madison,0,-0.2263,0,12.1,20
2015,Tens of thousands of fraudulent Clinton votes found in Ohio warehouse.,0,-0.4939,1,9.7,11
2016,"When it comes to protesters in Madison, almost all are now from outside of Wisconsin.",0,-0.2263,2,8.3,15
2017,Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican.,1,0.0,1,15.1,13
2018,Says U.S. Rep. John Barrow left taxpayers on the hook for $950k study on genetic makeup of ants.,1,0.0,5,8.2,18
2019,President Obamas recent plan to cut $100 million of waste within his administration wont actually save money because hes going to spend it elsewhere.,1,-0.7599,2,15.3,24
2020,The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade.,1,-0.3818,4,12.6,26
2021,"As Florida secretary of state, Kurt Browning allowed 1,800 illegal voters to register in Florida.",0,-0.5574,3,12.1,15
2022,The only budget Ted Cruz ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it.,0,-0.4019,1,12.4,30
2023,"Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding.",0,0.0,2,13.4,17
2024,"Based on the August 2012 national jobs numbers, for every person who got a job, nearly four people stopped looking for a job.",1,-0.2263,3,11.2,23
2025,On repealing the 17th Amendment,0,0.0,0,6.5,5
2026,More than 90 percent of the gains have gone to the top 1 percent.,1,0.4939,1,3.0,14
2027,An aide acted on his own and was not representing the Thompson campaign when he sent an email criticizing the sexual orientation of U.S. Senate candidate Tammy Baldwin.,0,-0.3612,3,9.3,28
2028,"On immigration, what reports say President Barack Obama plans to do is roughly on the same scale as what President George H.W. Bush did.",1,0.0,4,12.8,24
2029,"Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldnt have been politically correct.",1,0.2702,7,18.7,45
2030,Shirley Sherrod was forced to resign before anybody on Fox said a word about this.,1,-0.6597,1,7.4,15
2031,That 3.5 percent (increase in the third quarter GDP) came from two things government spending on Cash for Clunkers they just moved fourth-quarter auto sales into the third quarter and the first-time home buyer thing.,1,0.0,6,20.6,35
2032,"Were $15 trillion now in debt, with a president thats racked up as much debt as almost all of the other presidents combined.",0,-0.6124,3,10.9,23
2033,Twenty-two million jobs were created during Clintons two terms but only 3 million during Bushs.,1,0.128,2,11.5,15
2034,"In the New York 9th District, there is a large number of people who went to the polls tonight who didnt support the president to begin with and dont support Democrats -- and its nothing more than that.",0,-0.4966,4,17.9,38
2035,A government shutdown could disrupt ... veterans benefits.,1,0.3818,4,16.4,8
2036,"A family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law.",1,0.4939,3,10.6,26
2037,"An economic impact study found that for every $1 invested in pre-K in Pennsylvania, a total of $1.79 is generated in total spending within the state.",1,0.0,6,14.0,26
2038,"Last year it was discovered that Rhode Islands public employees ranked 4th in average pay, while the private sector ranked 23rd.",1,-0.1027,2,13.3,21
2039,Says Will Hurd said a border-long U.S.-Mexico wall absolutely makes sense.,0,0.0,5,11.5,11
2040,Says state workers have not had across-the-board raises in six years.,1,0.0,3,9.3,11
2041,"When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.",1,0.0,5,6.2,20
2042,"Ronald Reagan raised taxes in 1982, 1984, 1985, 1986 and 1987.",1,0.0,4,6.3,11
2043,"Says Sen. Rand Paul, R-Ky., has stated that supporting the right to health care ... means you believe in slavery.",1,0.0772,9,11.4,20
2044,"Says Bernie Sanders health care plan would empower Republicangovernors to take away Medicaid,to take away health insurance for low-income and middle-income working Americans.",0,0.4939,4,21.2,23
2045,"In 2006, Planned Parenthood performed more prevention services and cancer screenings than abortions, but in 2013, there were more abortions.",0,-0.4019,4,17.1,20
2046,A proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent.,1,-0.1695,1,12.6,19
2047,Says nothing in Obamas $3.7 billion request to address the child immigrant situation actually secures the border.,0,0.3182,3,14.0,17
2048,Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.,1,0.0,2,15.3,21
2049,"If youre earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax.",1,-0.128,3,14.9,36
2050,In Chile they have 72 percent of the GDP in savings.,1,0.0,1,2.1,11
2051,"There are 850,000 Ohio jobs tied to the auto industry.",1,0.0,2,4.8,10
2052,The Mexican government forces many bad people into our country.,0,-0.5423,1,9.0,10
2053,A sitting sheriff cannot be charged except by a warrant issued by a Superior Court judge.,1,0.6239,1,8.4,16
2054,"Since 1999, all Virginia Lottery profits have been used for public education in the Commonwealth for kindergarten through 12th grade.",1,0.4404,2,15.4,20
2055,Says House Republicans rejected a straightforward measure that would prevent members of Congress and the president from being paid during a government shutdown.,1,-0.4939,1,18.3,23
2056,"Governor Christie also remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term.",0,-0.1779,3,19.3,36
2057,Sixty-percent of the state retirees...dont get Social Security.,0,0.34,5,15.5,8
2058,"Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations.",0,0.0,7,16.7,22
2059,"If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.",1,-0.624,3,4.6,26
2060,Sunday liquor sales could generate $3.4 million to $4.8 million a year in additional sales tax revenue for Georgia.,1,0.0,5,12.1,19
2061,"Says the 2010-11 New Hampshire budget ended with an $18 million surplus, while the Republican-led 2012-13 budget has a $40 million deficit.",1,-0.4019,7,14.8,22
2062,"Says Barack Obama was silent on Iran when the students took to the streets in Tehran and the people there protested, (and) the Green Revolution occurred.",0,-0.128,4,14.7,26
2063,"No candidate has run more negative ads in American history than Barack Obama did in 2008, especially in the general.",1,-0.7346,2,11.4,20
2064,Inner-city crime is reaching record levels.,0,-0.4019,2,11.4,6
2065,The right-to-work states have much lower level of unemployment than the union states do.,1,-0.6249,3,10.8,14
2066,Oklahomas Republican Gov. Mary Fallin signed a new law which makes you pay a special fee. It will essentially fine people for the crime of using solar power.,0,-0.1027,3,5.1,28
2067,Tampa mayoral opponent Bob Buckhorn supported forcing police officers to keep their guns locked in the trunks of their cruisers.,0,0.3182,1,14.2,20
2068,Millions could lose their health care coverage and be forced into a government pool under the new health care law.,0,0.1779,1,10.9,20
2069,"A Texas police department bought an ad telling drug dealers, We can take your competition off the streets for FREE.",1,0.6166,2,11.2,20
2070,Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors.,0,-0.4767,1,14.2,22
2071,"Our unemployment rate has been higher than 8 percent for more than two-and-a-half years, far above what the Obama Administration promised with the stimulus.",0,-0.1027,5,16.7,24
2072,"Thanks in part to our all-of-the-above strategy for American energy, the United States generates more natural gas than anybody.",1,0.8622,5,15.1,19
2073,"State law says that once the state appraises a piece of property, they can only pay it a certain amount above appraisal.",1,0.1779,2,10.8,22
2074,Ted Cruz helps run two national organizations that have been leading the push to give amnesty to illegal immigrants.,0,-0.25,1,12.4,19
2075,Says Chris Christie created this new category where you could get laid off and just be totally denied unemployment benefits forever.,1,-0.3628,1,14.2,21
2076,"Thanks to our reforms, the average family will have an extra $322 to spend.",1,0.4404,3,6.4,14
2077,Measles is one of the most common causes of child blindness worldwide.,1,0.0,1,7.7,12
2078,"When oil and gas prices sent state revenues up, Palin sent ""a large share of that revenue directly back to the people of Alaska.""",1,0.296,4,11.4,24
2079,Says he was the only Republican candidate at a prior debate who said lower-income workers were being hurt by the economy.,0,-0.5267,2,11.7,21
2080,"Says Hillary Clintons top 10 donors are mainly banks, corporations and media, while Bernie Sanders top 10 donors are labor unions.",1,0.3818,3,13.8,21
2081,Portland Community College serves more students than all of the states universities combined.,0,0.0,1,14.4,13
2082,"If we dont spend money on a pier, then that money does wipe into the general funds of the city or the county, and if you send it to the county, you never see it again.",1,0.0,4,13.9,36
2083,Obamacare is . . . the largest tax increase in the history of the world.,0,0.3182,4,7.3,15
2084,"Republican candidate for governor Allan Fung donated to Democrats like Congressman David Cicilline, disgraced (House) speaker Gordon Fox and even Mr. Obamacare, Harry Reid.",1,-0.128,6,13.8,24
2085,Says Barack Obama founded ISIS. I would say the co-founder would be crooked Hillary Clinton.,0,0.0,3,6.8,15
2086,"More than 70,000 job openings are listed on a state jobs website.",1,0.0,2,5.8,12
2087,"When the United States invaded Iraq, Saddam Hussein wanted to acquire weapons of mass destruction, and ""he said so himself after his capture.""",1,-0.5859,5,14.7,23
2088,"When asked about bills in Congress important to the North Country, Derrick responded I just dont know enough about it.",0,0.2023,2,11.9,20
2089,"Except for Virginia, the other 49 states keep raising their gas tax.",0,0.0,2,6.9,12
2090,"Says 70,000 children have lost their Head Start slots because of the sequester.",0,-0.3182,2,9.3,13
2091,On disaster aid offsets,0,-0.6249,0,4.1,4
2092,(Strickland) raised taxes last year to the tune of $840 million.,1,0.0,4,7.2,11
2093,"Sarah Palin ""has more experience than Barack Obama.""",0,0.0,3,9.1,8
2094,A golf course closes somewhere in America every 48 hours.,1,0.0,1,6.2,10
2095,"If you rent a U-Haul to move your company, it costs twice as much to go from San Francisco to Austin than the other way around, because you cant find enough trucks to flee the Golden State.",1,0.0,4,16.6,37
2096,The Congressional Budget Office has already doubled its estimate for the cost (of Obamacare) so far from roughly $800 billion to $1.7 trillion.,0,0.0,6,14.8,23
2097,"Oregons three largest employers, and 13 of the top 25, are health care providers.",0,0.6124,3,8.5,14
2098,We get 30 percent of our oil from the Gulf (of Mexico).,0,0.0,3,1.9,12
2099,The Department of Energys Billion Ton Study has shown that wind and solar energy combined could at best provide only 5 percent of our total energy needs.,0,0.8126,1,14.2,27
2100,Says the U.S. Constitution provides for just compensation when land is taken under eminent domain.,1,0.0,3,8.7,15
2101,Says Mitt Romneys campaign has already spent more on negative ads than John McCain did during his entire presidential run.,0,-0.6096,1,12.8,20
2102,"As we near the 10th anniversary of the 9/11 terrorist attacks, we should not forget that some of the hijackers used New Jersey drivers licenses to board those aircraft.",0,-0.7866,3,15.8,29
2103,"For every $10,000 invested in business incubators, up to nearly 70 local jobs are generated.",1,0.0,4,10.6,15
2104,"Although the governor doubled the beach fees . . . all the money, as we found out, is all going to an out-of-state company. The state isnt even getting the money for that.",0,0.0,9,7.9,33
2105,"Three presidents in the last century Harding, Kennedy and Reagan all cut taxes during recessions and produced ""rapid and dramatic economic recoveries,"" while two, Herbert Hoover and Barack Obama, did ""the opposite.""",0,-0.2732,9,21.7,32
2106,"The Congressional Budget Office analysis of the health insurance reform legislation says the bill ""cuts the deficit by $1.2 trillion in the second 10 years.""",1,-0.5994,5,16.1,25
2107,Says John Barrow voted with Obama 85 percent of the time.,0,0.0,1,4.2,11
2108,Studies show that people that are on welfare are higher users of drugs than people not on welfare.,1,0.0,1,8.8,18
2109,"The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical familys incomes barely budged.",1,0.1027,2,11.2,20
2110,John McCain has voted with George Bush 90 percent of the time.,1,0.0,1,4.6,12
2111,Says he and Bernie Sanders have very similar views on trade,1,0.0,0,5.0,11
2112,"On (Rob Portmans) watch as Bushs trade czar, our deficit with China exploded and as Bushs budget chief, Portman oversaw a spending spree that doubled the deficit.",1,-0.6597,5,15.8,27
2113,Sens. Mark Warner and Tim Kaine voted to let the U.N. take OUR guns.,0,0.0,4,4.1,14
2114,"In just six years, Georgia has dropped from first in the nation from a business-friendly legal climate to 24th.",0,0.128,3,11.1,19
2115,6.4 million more Americans living in poverty under President Obama.,1,-0.5106,2,10.9,10
2116,"Hillary Clinton is ""willing to have workers' wages garnisheed if they refuse to buy health insurance.""",1,-0.296,4,12.2,16
2117,We have less crime in the (Rio Grande) Valley than we do in other major Texas cities.,1,-0.4951,3,6.2,17
2118,"Says, In the last four years weve cut $36 million in ongoing revenue.",0,-0.2732,3,5.7,13
2119,"Financial conflict-of-interest laws dont apply to the president, right? So, the president doesnt have to have a blind trust.",1,0.1531,6,9.6,19
2120,Says nearly 1 million people are coming to town in the next 20 years.,0,0.0,1,4.4,14
2121,"The House health care bill pays for ""about six years of program with a decade of revenue, with the heaviest costs concentrated in the second five years.""",1,0.4939,4,14.2,27
2122,"It's just outrageous that under President Bush, the National Institutes of Health have been basically decreased in funding.",0,-0.4588,3,15.3,18
2123,Kathryn Starkey joined forces with liberal Democrats on a historic sales tax hike.,0,0.0,1,10.4,13
2124,Prices are going up. Unemployment is continuing to go up.,1,-0.4404,2,3.7,10
2125,Says Texas has the nations most uninsured residents.,0,0.0,1,9.1,8
2126,We are 49th in the nation for our graduation rate,1,0.0,0,2.4,10
2127,"Welcome to #Houston, the most #diverse city in #America.",1,0.4588,5,8.2,9
2128,"The White House has three staff calligraphers making between $86,000 and $97,000 each, and just one National Security Director. She makes $55,000.",0,0.34,9,10.8,22
2129,Says Maggie Hassan is the only female governor in the country.,0,0.0,1,6.3,11
2130,Thomas Paine wrote that the duty of a patriot is to protect his country from his government.,0,0.3818,1,8.1,17
2131,Weve dedicated more money from (Washington Countys) transportation budget to bike and ped projects under my watch than at any time in the history of Washington County.,1,0.4588,3,16.7,27
2132,"The radiation coming from the new TSA body scanners is equivalent to about three minutes worth of air travel by anybody, say, at 30,000 feet.",1,0.2263,4,13.1,25
2133,"If Fox News presidential debate rules had been in place during the1992 election,Bill Clinton wouldnt have beenon the stage.",0,0.0,2,14.1,19
2134,U.S. Senate candidate Todd Akin was partly right that a womans body has a way of shutting down so that a pregnancy doesnt occur if shes raped.,0,-0.6808,3,12.3,27
2135,The American Academy of Pediatrics supports banning guns.,1,0.3612,1,12.0,8
2136,"Barbara Boxer voted to cut spending on Medicare benefits by $500 billion, cuts so costly to hospitals and nursing homes that they could stop taking Medicare altogether.",0,-0.5812,3,16.8,27
2137,Global warming is a hoax.,0,-0.128,1,0.9,5
2138,"Says that we brought CHI Manufacturing, that had business in China, back to Texas.",0,0.0,3,8.8,14
2139,"This year, the Blackstone Valley Mayoral Academy became the first public school in Rhode Island history to have 100 percent of its elementary-age students proficient in reading on state assessments.",1,0.0,3,20.1,30
2140,The cap-and-trade bill will mean 2 million jobs lost.,0,-0.3182,3,6.6,9
2141,The new health care law crushes small businesses with billions in penalties.,0,0.0772,1,10.1,12
2142,"The fact is that although we have had a president who is opposed to abortion over the last eight years, abortions have not gone down.''	abortion	barack-obama	President	Illinois	democrat	70	71	160	163	9	a TV interview with megachurch pastor Rick Warren in Lake Forest, Calif.
2724.json	true	Most of the jobs that we lost were lost before the economic policies we put in place had any effect.	economy,job-accomplishments,jobs,stimulus	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview on The Daily Show with Jon Stewart""",0,-0.2023,15,48.1,88
2143,Europe and U.S. households waste 15 times more food than a person in Africa.,1,-0.4215,3,6.8,14
2144,Says of a failed cloture vote on nominating Chuck Hagel for defense secretary: This is not a filibuster.,0,-0.4215,2,10.3,18
2145,Says every school will be negatively impacted if Education Stability Fund is not tapped.,1,0.0,1,10.8,14
2146,"Virginia ranked 35th in job creation in 2009 under Gov. Tim Kaine, and moved up to third for 2010, while McDonnell has been in office.",1,0.2732,4,5.5,25
2147,I was the first member of Congress to call him (Barack Obama) a socialist...,0,0.0,5,6.8,14
2148,"Part of the increase in the cost (of higher education) has been because state support has dropped. We now spend, under Governor Walker, more on corrections than we do on higher education.",1,0.6124,6,9.6,32
2149,We send a billion dollars to foreign countries every day because of our addiction to foreign oil.,1,0.0,1,9.5,17
2150,Since I came into office we have increased the VA budget by 85 percent.,1,0.2732,1,5.1,14
2151,"Sotomayor thinks ""that ones sex, race and ethnicity ought to affect the decisions one renders from the bench.""",1,0.0,4,11.9,18
2152,South Korea doesnt pay the United States for U.S. troops that protect their country.,0,0.1441,3,9.4,14
2153,"While in the Illinois Senate, Barack Obama passed ""tax cuts for hard-working families.""",1,-0.296,5,12.2,13
2154,Every one of the mass shootings except two in America since 1950 have been in gun-free zones.,1,0.0,2,8.4,17
2155,Says U.S. is giving seven Alaskan islands to Russia.,0,0.34,3,6.1,9
2156,Says Rick Scott raised property taxes.,0,0.0,1,7.5,6
2157,Mitt Romney said we should let foreclosures hit the bottom.,1,-0.5267,1,7.1,10
2158,Says the military accounts for about 10 percent of Floridas economy.,1,0.0,1,8.9,11
2159,"Theres a section in the Constitution called the Emoluments Clause that says no one, nor their spouses, can take money from foreigners. (Hillary Clinton) has to be guilty of 70 or 100 counts just on that one charge.",0,-0.6124,6,19.5,38
2160,The woman named Wisconsins 2010 outstanding teacher of the year was laid off by the Milwaukee Public Schools that year under seniority and tenure rules that were eliminated by his Act 10 changes.,1,0.6124,1,18.3,33
2161,Medicaid expansion could cost the Commonwealth of Virginia over $1 billion a year...,0,0.0,4,11.2,13
2162,"The Islamic State is so small it couldnt fill a DoubleAballpark in Charleston, W. Va.",0,0.0,3,8.3,15
2163,There is no evidence that poor people abuse drugs more frequently than any other socio-economic group.,0,-0.8591,2,12.2,16
2164,Wisconsin is #1 in the Midwest for personal income growth over the year.,1,0.3818,2,6.8,13
2165,"The Democrats' health care bills would provide ""free health care for illegal immigrants.""",0,0.7269,4,13.0,13
2166,"[If] you apply for a job, the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E-Verify.",0,-0.6249,5,10.9,29
2167,Some politicians want to put new taxes on a lot of groceries.,1,0.0772,1,4.2,12
2168,Says she never received nor sent any material that was marked classified on her private email server whilesecretary of state.,0,0.0,1,13.5,20
2169,The United States won every major battle of the Vietnam War. Every single one.,1,0.0,2,3.9,14
2170,"When I was growing up as a kid in the city of Milwaukee, if we averaged 4 homicides a year in the entire city that was a record number.",0,0.25,2,10.4,29
2171,Says gas costs $4.50 a gallon.,0,0.0,3,1.2,6
2172,My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False.,1,-0.25,1,10.9,23
