,statement,label,SentimentScore,CountPunc,Readability,CountWord
261,Says Republican Rep. Charlie Dent wants to kick the Freedom Caucus out of the Republican conference for voting our conscience.,0,0.6369,2,8.8,20
262,"He was offered medical care for his injuries if he would give up military information in return. John McCain said, 'No.' ",0,0.4939,5,6.2,21
263,Two-thirds of Wisconsin corporations dont pay state income taxes.,1,0.0762,2,12.9,9
264,There are literally teachers now who are getting pink slips because of sequestration.,0,0.0,1,11.5,13
265,Obamacare ... will kill jobs across America.,0,-0.6908,4,11.4,7
266,"Last weeks three most-viewed television programs wereSunday Night Football, Thursday Night Football and Monday Night Football.",1,0.0,3,19.3,16
267,On federal stimulus money for expanding rail service.,1,0.0,1,9.7,8
268,"About 106,000 soldiers had a prescription of three weeks or more for pain, depression or anxiety medication.",1,-0.8497,3,12.6,17
269,Georgia loses millions of dollars of revenue because people go out of state to buy fireworks.,1,-0.3182,1,9.6,16
270,"If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for violations.",0,-0.7845,4,18.7,35
271,John McCain says it's okay with him if the U.S. spends the next thousand years in Iraq.,1,0.2263,4,6.8,17
272,"Says that in 2015, illegal immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes.",1,-0.8519,2,18.8,31
273,"The Clinton Foundation is a charity where President and Secretary Clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.",1,0.0516,4,16.9,31
274,"Says his bill, HB 97, would prevent the use of taxpayer dollars on abortions.",0,0.0258,3,7.1,14
275,The average Atlanta resident spends an extra $924 each year in additional gasoline and wasted time.,1,-0.4939,2,11.3,16
276,Federal health care reforms amounted to the government takeover of health care.,0,0.7506,1,11.3,12
277,Barack Obama and Hillary Clinton have changed their positions (on the Iraq war withdrawal) to follow Chris Dodd.,1,-0.5994,3,12.4,18
278,Saturday Night Live executive producer Lorne Michaels could be put in jail under this amendment for making fun of any politician.,1,0.5106,1,13.5,21
279,"When he worked for ATT, he ""was responsible for large parts in a $5 billion organization.""",0,0.3182,5,8.7,16
280,"6,400 Ohioans ... lost manufacturing jobs in the month of September.",1,-0.3182,5,10.9,11
281,Mitch McConnell voted with Harry Reid to infringe on our gun rights.,0,-0.34,1,6.9,12
282,Says Ron Johnson gave himself a $10 million sweetheart corporate payout,1,0.6486,1,10.2,11
283,"Of the roughly 15 percent of Americans who dont have health insurance, half of them made more than $50,000 a year.",0,0.0,4,10.2,21
284,"The United States can immediately tap a domestic energy resource of more than 1.5 trillion barrels of oil, six times more than Saudi Arabia.",0,0.5994,3,13.6,24
285,Says House Democrats voted to use your tax dollars for abortions by voting against bill defunding Planned Parenthood.,0,0.0,1,13.8,18
286,We need a Senator who shows up to work. Sherrod Brown missed over 350 official votes.,0,-0.296,2,3.2,16
287,It is already in the law that there is a requirement to screen (refugees) for religion.,1,0.0,3,7.8,16
288,"At the mere request from Putin, President Obama withdrew the plans for a missile defense program based in Poland and the Czech Republic.",0,0.128,2,13.4,23
289,"I did very well with young people in Ohio, Massachusetts, California.",1,0.3384,3,9.3,11
290,"Health care reform ""would bring down the deficit by as much as $1 trillion over the next two decades.""",1,0.128,4,8.9,19
291,"McCain ""has opposed stem cell research.""",0,0.0,3,9.0,6
292,Austin has more lobbyists working for it than any other municipality in Texas.,1,0.0,1,9.0,13
293,"The EPA wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion.",0,0.0,3,10.4,16
294,"If the Trans-Pacific Partnership is fast-tracked through the Senate, it wont receive a committee assignment and the consideration will include no debate.",0,-0.296,4,17.8,22
295,On whether the government should bail out insurance giant AIG.,1,0.0,1,8.5,10
296,The Cleveland police has issued a stand down order to officers.,0,0.0,1,6.8,11
297,"The Keystone pipeline creates 35 permanent jobs after construction, according to a government report.",1,0.2732,2,15.2,14
298,We already pay the highest electricity prices in the country here in New England.,1,-0.1027,1,8.5,14
299,We're going to have more troops (in Afghanistan) . . . than the Russians had.,0,0.0,7,9.3,15
300,Victory! Republicans by 2 to 1 vote to endorse Mark Neumann on first ballot at GOP convention.,0,0.3802,2,8.7,17
301,Florida is investing record amounts of funding for HIV/AIDS prevention.,0,0.0,2,12.8,10
302,There's only four senators senior to me ... there's still 44 older than me.,1,0.0,6,7.5,14
303,"All four on Mount Rushmore, they were all independents at one critical point in their career.",0,-0.3182,2,9.6,16
304,We didnt go out asking people to join the stand your ground task force.,0,0.296,1,5.1,14
305,Rhode Islands exports have increased by 53 percent in the last two years.,1,0.2732,1,7.2,13
306,Giant companies like Toyota will not locate in a state that has not passed a right-to-work law,0,0.3612,2,8.7,17
307,"Mitt Romney boasts that he is ""proud to be the only major candidate for president to sign the tax pledge. The others have not.""",1,0.4767,4,5.0,24
308,"More than 250 (voter registration) groups, ranging across the entire political spectrum, have filed with the state and are registering voters right now.",1,0.0,5,16.7,23
309,"Barack Obama got more campaign contributions from Fannie Mae and Freddie Mac ""than any other member of Congress, except for the Democratic chairmen of the committee that oversees them.""",1,0.0,4,18.6,29
310,I brought down crime more than anyone in this country -- maybe in the history of this country -- while I was mayor of New York City. -,0,-0.5423,6,11.2,28
311,"A planning group said that to meet anticipated traffic demands by 2035, Interstate 35 between Austin and Round Rock will need a dozen additional lanes going north and 14 additional southbound lanes.",1,0.0,2,19.2,32
312,Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffys Republican Majority.,0,0.0,1,18.7,15
313,The United States is the only developed country in the world without paid maternity leave.,1,0.4493,1,9.9,15
314,A voucher school that closed after 9 days this year collected $5.4 million in taxpayer subsidies since first opening.,1,0.0,3,12.6,19
315,Rhode Islands unemployment insurance system is the most expensive such system in the country.,0,-0.4404,1,12.5,14
316,"Says a YouTube video shows Thomas DiMassimo, the man who rushed Trump at an Ohio rally, dragging the American flag on the ground like it was a piece of garbage.",1,0.3612,3,14.2,30
317,"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",1,-0.4404,6,6.5,15
318,"The United States spends $2.2 billion on free cell phones, $27 million on Moroccan pottery classes and pays for the travel expenses for the watermelon queen in Alabama.",1,0.7269,5,16.3,28
319,The United States is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as Pakistan or Afghanistan or Syria.,0,-0.4404,1,17.0,27
320,The transportation package passed by the General Assembly would impose the largest tax increase in Virginias history.,1,0.0258,1,15.0,17
321,My home state since June of 2009 created 40 percent of the new jobs in America.,1,0.25,1,5.4,16
322,"Onion Creeks highest flow rate on a recent night of flooding was 120,000 cubic feet per second, which is nearly double the average flow rate of Niagara Falls.",0,0.0,3,14.6,28
323,"As governor of Florida, I used a combination of strategies to help reduce heroin use among youth in Florida by approximately 50 percent.",1,-0.128,2,13.4,23
324,"Says last year 13 million (health insurance) rebates went out, in all 50 states. Another 8.5 (million) rebates are being sent out this summer, averaging around 100 bucks each.",1,0.0,9,9.7,29
325,Says his state budget will provide an increase in state funding for the 2011-12 school year.,1,0.3182,2,9.2,16
326,"Says the estate tax, in many cases, forces family farmers and small businesses owners to sell their holdings.",0,0.0,3,11.6,18
327,Sayvideo shows massive alligator strolling across Florida golf course.,1,0.0,1,15.5,9
328,On whether people can keep their insurance under the Affordable Care Act.,1,0.4939,1,8.9,12
329,"We're spending $1.6 billion for all of Latin America in terms of aid and assistance, a fraction of what we're spending in Iraq, the $500 billion we've spent there",1,0.0,8,14.8,29
330,"If you look at the number of illegal immigrants coming into the country, it is net zero. Its been that way now for almost two years.",1,-0.5106,3,4.5,26
331,Weve introduced a bill that includes $12 billion in cuts over the next week.,1,-0.296,2,6.8,14
332,Wisconsins lawsuit rules are so anti-business that the states system is one of the most promiscuous in America.,0,-0.3597,2,12.2,18
333,"Says Joseph Stalin said if you want to bring America down you, have to undermine three things: our spiritual life, our patriotism and our morality.",0,-0.2263,4,14.2,25
334,"From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station",1,-0.1027,2,8.6,20
335,"The gender gap in his support is not unique to me and theres not a huge gap from where Republicans have been in presidential, gubernatorial and US Senate elections in recent years.",1,0.1872,2,16.5,32
336,Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.,0,-0.5574,1,13.0,23
337,"In 2011, Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections.",0,0.128,3,16.4,20
338,"Across the country, more than half of the U.S. attorney seats remain without a prosecutor chosen by Obama.",0,0.0,4,10.8,18
339,The Red Sox waited 87 long years to win the World Series.,0,0.5859,1,2.6,12
340,Almost every state has offered an insurance plan on its health exchange that does not cover abortion.,1,0.0,1,10.6,17
341,"The largest tax increase that we have ever had in our state is yours it is the business margins tax that you signed, governor.",0,0.3182,2,10.8,24
342,Georgia has the second-highest rate of childhood obesity in the United States.,1,0.4215,2,10.9,12
343,"Says Tom Ganley has been sued over 400 times, for fraud, discrimination and more, and a judge called Tom Ganleys business practices deceptive and unconscionable.",1,-0.5859,4,16.9,25
344,A recall election for Wisconsin governor would cost $7.7 million -- $7.7 million that may already be allocated to merit raises for teachers or health care for the poor or school books for your kids.,1,0.4404,7,18.3,35
345,Says my plan is a property tax cut.,1,-0.2732,1,-1.0,8
346,We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.,0,-0.1779,4,14.2,26
347,Not one American flag on the massive stage at the Democratic National Convention until people started complaining- then a small one. Pathetic.,1,-0.6705,3,15.5,22
348,A bill by Earl Blumenauer would mandate GPS tracking devices on all our vehicles.,0,0.0,1,8.5,14
349,"As a prosecutor, Wisconsin Supreme Court Justice David Prosser did not investigate or file charges in a case involving 30-year pedophile priest, then participated in cover-up.",0,0.7096,5,18.7,26
350,There is a precedent for not nominating someone to the U.S. Supreme Court in the middle of a presidential election.,0,0.5574,3,6.2,20
351,Health insurance and medical costs are going down because of Obamacare.,0,0.0,1,10.2,11
352,"The war on drugs led to a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.",1,-0.6908,2,18.9,22
353,Says Texas GOP platform calls for end to teaching critical thinking in public schools.,1,-0.3182,1,10.1,14
354,Four out of 10 homicides are committed by gun in this city.,1,-0.0772,1,3.4,12
355,A picture shows former President Bill Clinton naked with another woman.,0,0.0,1,10.2,11
356,"There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.",0,-0.25,3,11.7,21
357,If you want out of the individual mandate... all you have to do now is tick off the box that says hardshipand youre out.,0,0.0772,4,9.6,24
358,"Many Nevadans relied on Uber for work, but after accepting $70,000 from taxi companies, Catherine Cortez Masto went after Uber ... (driving) them out of town.",0,0.5267,10,16.1,26
359,"Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.",0,0.0,3,11.9,20
360,"Last month, 44 of the 50 states saw an increase in the unemployment rate.",1,-0.1531,2,5.8,14
361,Wind power is the most undependable form of renewable energy.,0,0.2732,1,8.1,10
362,Charlie Crist allowed college tuition to increase up to 15 percent every year.,1,0.3182,1,9.0,13
363,The House has never failed to pass a budget in the modern era.,1,0.4023,1,3.2,13
364,Mr. Renacci was registered as a foreign trade lobbyist in the United States government.,1,0.4215,2,10.5,14
365,"Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee students the choice of where they go to school no matter where they live or how much money their parents make.",1,0.3182,2,19.5,36
366,Says the main Central Texas food bank is delivering 50 percent more food to the poor than three years ago.,1,-0.4767,1,9.1,20
367,"McCain ""still thinks it's okay when women don't earn equal pay for equal work.""",0,0.2951,5,7.8,14
368,"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""",1,-0.1027,4,22.3,25
369,Gene Green is the NRAs favorite Democrat in Congress. ... Its no wonder the congressman has a lifetime A rating from the NRA.,0,0.2023,5,6.1,23
370,"Obama ""won health care for 150,000 people.""",1,0.7845,4,7.0,7
371,"The CBO says that if you raise the minimum wage to $10.10 an hour, half a million people would lose their jobs.",1,-0.4019,4,8.8,22
372,State lawmakers are spending taxpayer money for parking that billionaire Arthur Blank could build while paying some state employees so little they are on food stamps.,1,0.0,1,17.1,26
373,State governments have little ability to stimulate job growth in the short run.,1,0.642,1,9.3,13
374,He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight.,1,0.0,8,8.5,17
375,Says the U.S. federal income tax rate was 0 percent until 1913.,1,0.0,3,5.0,12
376,"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined.""",1,0.0,5,13.2,14
377,"Texas has, now, the highest share of minimum-wage workers in the nation.",1,0.296,4,8.5,12
378,"Two months ago, Donald Trump said that ISIS was not our fight.",1,0.2924,2,4.6,12
379,"Says that on average, Democratic congressional districts received 81 percent more stimulus funds than Republican districts.",1,0.0,2,18.4,16
380,You had supported John McCain's military strategies pretty adamantly until this race.,0,0.6705,2,13.6,12
381,Says critics who say he cut Medicaid are wrong; his budget added $1.2 billion to the program,1,-0.7506,3,8.1,17
382,Says she will work to raise the federal minimum wage back to the highest level its ever been $12 an hour in todays dollars.,1,0.0,2,10.2,24
383,$29 is what families on SNAP (i.e. food stamps) have to live on for a week.,0,0.0,6,4.2,16
384,"The Medford Water Commission was fined $279,000 for dumping plain drinking water into a stream.",1,-0.3182,3,11.5,15
385,Nothing in the Constitution explicitly guarantees our right to vote.,1,0.0,1,11.4,10
386,Sherrod Brown and his special interest allies in Washington are plotting to spend over $13 million to defeat Josh Mandel.,1,0.4019,2,12.6,20
387,"On the new dollar coins, ""'In God We Trust' is gone!""",0,0.69,6,2.5,11
388,Says Gov. Scott Walkers proposed state budget contained 110 pages of errors -- an unusually high number -- and millions of dollars worth of mistakes that were corrected with a follow-up document.,1,-0.3446,7,19.3,32
389,Takes credit for substantially reducing the size of the state workforce.,1,0.3818,1,10.6,11
390,"If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.",1,0.0,4,10.3,23
391,"In the last 10 years, Georgias middle class income has dropped $6,500.",1,0.0,4,7.7,12
392,Rooting for the Red Sox is like rooting for the drug companies.,1,0.3612,1,5.0,12
393,"Says Rick Perrys Pay to Play politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in childrens health insurance",0,0.25,2,15.3,27
394,On allowing a vote on universal gun background checks in the U.S. Senate.,1,-0.34,3,7.2,13
395,"President Barack Obama, Nancy Pelosi and Harry Reid support Rick Perrys decision to give in-state tuition to illegal immigrants.",0,-0.2263,3,15.3,19
396,Obama has more czars than the Romanovs.,1,0.0,1,4.3,7
397,Gov. McDonnells proposed budget is cutting public education.,0,-0.128,2,13.8,8
398,A [bank] surveillance camera capturing a criminals face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.,0,-0.6249,3,18.6,24
399,"Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.",1,0.0,4,9.5,29
400,Says Donald Trump and Mike Pence want to gamble with your retirement benefits in the stock market.,0,0.4404,1,9.8,17
401,U.S. Rep. Connie Mack voted to raise his own pay several times.,1,-0.1027,4,5.0,12
402,No poll done this year ... shows less than a majority to reinstate a federal ban on assault weapons.,1,-0.91,4,9.0,19
403,I have spent virtually every weekend since Memorial Day in the Panhandle.,1,0.0,1,8.9,12
404,"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",0,0.0,4,7.3,24
405,Im not a conspiracy theorist and I never allow conspiracy theorists on my program.,0,0.5975,1,8.8,14
406,Says Romney called Russia our No. 1 enemy.,1,-0.6908,2,3.2,8
407,Theres been no conclusive or specific report to say Russia was trying to muddy the election.,0,-0.296,1,9.2,16
408,Says Christopher Little has a history of working against environmental protection by defending the worst types of corporate polluters,0,-0.7964,0,16.6,19
409,"John Kasich says he won, despite 12 visits by a president, somewhere between $45 (million) and $50 million (spent against him,) 500 paid volunteers in here calling me every name in the book, former presidents, first ladies and God-knows-who-else.",1,0.5719,15,23.2,39
410,"Opponents of Section 5 (of the Voting Rights Act) complain of state expense, yet their only cost is the paper, postage and manpower required to send copies of legislation to the federal government for review.",1,-0.3612,5,19.5,35
411,Says Nick Kahl made it harder for many families to cover basic health care expenses.,0,0.4939,1,8.1,15
412,"In California, the windmills are killing hundreds and hundreds of eagles.",0,-0.6597,2,11.1,11
413,"There is nothing in the current state public records law that prohibits sensitive or confidential business information from being just that, confidential.",1,0.0,2,18.1,22
414,We did not even have a federal income tax in this country until 1913.,1,0.0,1,4.4,14
415,"The White House is won in the swing states, and I am winning the swing states.",0,0.7964,2,5.1,16
416,"Says opponent U.S. Rep. Gwen Moore is Wisconsins most absent member of Congress, missing nearly 17 percent of the House votes in the second quarter of 2012.",1,-0.296,5,8.0,27
417,Says Gov. Scott Walker dropped out or was kicked out of college short of a degree not long after he was kicked out of student elections at Marquette University.,0,0.0,2,14.5,29
418,Eliminating affirmative action in admissions in Florida led to more African American and Hispanic kids attending our university system than before.,0,0.0,1,17.6,21
419,"When it comes to transportation funds, Georgians spend more in taxes and on red tape than they get back from the federal government.",1,0.0,2,12.6,23
420,Federal stimulus money went to a Georgia Tech project that will apparently involve the professor jamming with world-renowned musicians to hopefully also create satisfying works of art.,0,0.7783,2,19.6,27
421,The U.S. doesnt make television sets anymore.,1,0.0,3,8.3,7
422,"When these same Republicans - including Mr. Boehner - were in charge, the number of earmarks and pet projects went up, not down.",1,0.0772,6,7.6,23
423,Wisconsins projected state budget shortfall is now as low as $1.5 billion,0,-0.2732,2,8.9,12
424,Heroin .. pours across our southern borders.,1,-0.4939,3,11.4,7
425,"Before the Republican wave in 2010, Democrats had an advantage on the generic ballot in Congress. Even in 1994 with the Gingrich revolution ... Democrats had that advantage.",1,0.4588,6,8.6,28
426,Roy Barnes made Georgia dead last in education and Georgia led the nation in job losses.,1,-0.7906,1,8.0,16
427,"Sen. McCain was already turning his sights to Iraq just days after 9/11, and he became a leading supporter of an invasion and occupation of (Iraq).",1,0.2732,6,13.7,26
428,"In labor negotiations with city employees, Milwaukee Mayor Tom Barrett demanded concessions that went beyond those mandated by Gov. Scott Walkers collective bargaining law",0,-0.2263,2,13.6,24
429,"Says hes arrested more criminals, including thousands of child predators and sex offenders, than any previous Texas attorney general.",1,-0.8622,3,16.6,19
430,"Brazil built a $300 million stadium in the Amazon rainforest that is only going to be used for four World Cup games, and theres no team that can fill it afterwards.",1,-0.128,3,14.4,31
431,"Sources show (Connie) Mack as a resident of California, living with his wife in Palm Springs.",0,0.0,4,9.6,16
432,"We have an Army that just cut 40,000 spots.",1,-0.2732,2,1.4,9
433,"In South Sudan, more teenage girls die in childbirth than finish high school.",1,-0.6326,2,8.6,13
434,"Says Ohio Rep. Marcy Kaptur actually lives in a fancy condo in the Washington, D.C. suburbs.",0,0.0,5,5.2,16
435,"U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration ""because he is afraid that someone will get hurt trying to go around the fence.""",0,-0.8785,7,14.8,28
436,"Despite attention on global warming, fewer Americans carpool today to work than carpooled in 1980 and SUVs have never been a larger proportion of the vehicles being sold in this country.",1,0.1531,2,17.8,31
437,"Says in 2002, he won more Hispanic votes than Anglo votes, 60 percent in the state.",1,0.5719,3,6.6,16
438,"A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation.",1,0.4404,5,19.5,34
439,Says Mitt Romney supports cap and trade.,0,0.3612,1,5.0,7
440,"Since the beginning of the year weve created a net increase of 45,000 jobs.",0,0.5106,2,6.4,14
441,Texas has a higher unemployment rate than neighboring states.,1,-0.4404,1,10.8,9
442,"The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.",1,-0.6124,3,11.0,16
443,My supporters arent special interest groups in Madison and Milwaukee.,1,-0.2115,1,11.8,10
444,"While 9,000 state employees were added to the states payroll, Oregons revenue forecasts dropped by more than $4 billion.",1,0.0,4,13.4,19
445,John McCain fought to rein in Fannie and Freddie...but Democrats blocked the reforms.,1,-0.5267,4,11.5,13
446,"Dark money spending in the 2016 election cycle is 10 times what it was at the same point in the 2012 election cycle, when it topped $308 million.",1,0.0,3,12.4,28
447,Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,0,0.3818,1,11.9,18
448,The government is trying to now close the Lincoln Memorial for any kind of large gatherings.,0,0.0,1,9.2,16
449,You know what (Saddam Hussein) did well? He killed terrorists.,0,-0.8176,4,6.0,10
450,The average age of the minimum wage worker is 35 years old.,0,0.0,1,3.4,12
451,"Says McCain ""supported George Bush's policies 95 percent of the time.""",1,0.3182,4,9.7,11
452,More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.,1,-0.7624,1,11.6,22
453,"There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.",1,-0.8591,4,6.2,34
454,Says One of the states largest governments made charging this tax one of their top priorities just this year.,0,0.2023,1,10.6,19
455,The immigration bill has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.,0,0.0,1,12.9,24
456,Says Donald Trump publicly invited Putin to hack into Americans (emails).,1,0.0,3,11.1,11
457,"The Congressional Budget Office estimates that for every $1 we spend on unemployment benefits, $1.90 is put into our economy.",1,-0.0772,5,13.5,20
458,"In Syria, we struck a deal where we got 100 percent of the chemical weapons out.",1,-0.5994,2,5.7,16
459,On redistricting.,0,0.0,1,17.3,2
460,"We had a three-hour debate, no discussion about the national debt, very little about the economy.",1,-0.5719,4,10.7,16
461,Obama-Nelson economic record: Job creation ... at slowest post-recession rate since Great Depression.,1,0.3612,7,19.5,13
462,"Says Democrat Hank Gilbert has a criminal conviction for theft, has multiple years of unpaid taxes, has multiple tax liens and fines, unsafe driving convictions (and) has recently been accused of taking a bribe and is on record lying to the press this year about his criminal record.",1,-0.9217,6,25.7,48
463,"The Trans-Pacific Partnership was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.",0,0.3134,4,14.5,24
464,More women are graduating from college now than men.,1,0.0,1,6.1,9
465,"We have 41,000 people right now on the waitlist for financial-based assistance for our tech colleges and universities, most of them for tech schools.",1,0.0,4,15.3,24
466,Were taxing our small businesses now at rates higher than corporations.,0,0.0,1,10.2,11
467,"Says the stimulus bill sent tax credits overseas, such as half a billion to an electric car company that created hundreds of jobs in Finland.",0,0.5423,2,13.1,25
468,Health insurance companies' costs are only 4 percent of all health care spending.,1,0.4939,2,10.1,13
469,Says Donald Trump once suggested that he would try to negotiate down the national debt.,1,-0.3612,1,9.0,15
470,"Says DonaldTrump got, you know, $1.8 billion worth of free media. I got, like, none.",1,0.7717,8,4.3,15
471,"When I withdrew in June of 2008, polls were showing that at least 40 percent of my supporters said, oh, they werent going to support Sen. Obama.",1,0.1635,5,12.7,27
472,Says Larry Taylor gave in-state tuition to illegal immigrants.,0,-0.5574,2,11.3,9
473,"After the attack on a U.S. diplomatic mission in Benghazi,Libya,the ambassadors body was dragged through the street.",0,-0.5106,5,14.8,17
474,The increase in the current state budget was greater than the inflation rate and the rate of population growth in Georgia.,1,0.7506,1,12.0,21
475,Six thousand people have sought addiction treatment through expanded Medicaid.,0,0.0,1,16.1,10
476,"When students leave our high schools and they go to the community college, 70-75 percent of them have to pay to take remedial math.",1,-0.1531,3,11.8,24
477,"Of those 850,000 (new Texas) jobs, most were public-sector jobs and minimum-wage jobs.",0,0.0,7,11.9,13
478,It is a fact that it costs more to run the schools in August.,0,0.0,1,1.7,14
479,The problem with raising tax rates on the wealthiest Americans is that more than half of them are small business owners.,0,0.128,1,11.5,21
480,"Franklin Roosevelt never allocated more than 12 percent of GDP to federal spending, while the percentage for Barack Obama is not projected to drop below 22.8 percent.",0,0.2057,3,16.5,27
481,Fifty-seven of Rubios 100 ideas ultimately became law.,1,0.0,2,10.3,8
482,"Ninety-six percent of failing schools are spending above $8,400, the average annual per student expenditure, and 26 percent spend considerably more than that.",1,-0.5106,6,17.9,23
483,About 78 to 81 House Democrats are members of the Communist Party. ... Its called the Congressional Progressive Caucus.,0,0.4019,5,9.5,19
484,"Military spending cuts, known as the sequester, were President Barack Obamas idea.",1,-0.296,3,12.5,12
485,"George Bush, and a Republican Congress, have presided over a 55 percent increase in the size of domestic government spending in the last seven years.",1,0.3182,3,14.6,25
486,Clinton aides admit it (a gas tax holiday) won't do much for you but would help her politically.,0,0.6059,4,8.2,18
487,Bill McCollum backed Jim Greers effort to hide financial irregularities.,0,-0.1531,1,13.2,10
488,"First, he was in favor of my plan, now he's attacking it.",1,-0.0772,4,2.6,12
489,Creflo Dollar needed a $65 million Gulfstream G650 to carry thousands of pounds of food and other supplies -- as well as the Word of God -- worldwide.,0,0.4939,6,13.8,28
490,Halliburton gave Dick Cheney a $34 million payout when he left the company to join the presidential ticket.,1,-0.2732,2,11.1,18
491,All Aboard Florida is a 100 percent private venture. There is no state money involved.,0,-0.2732,2,4.9,15
492,Fox News is banned in Canada because it violatesa law thatprevents news channels from lying to their viewers.,0,-0.7506,1,11.6,18
493,On ending stop and frisk,1,-0.296,0,-0.2,5
494,Says under President Barack Obama theres been the lowest discretionary spending weve had in decades in the United States.,0,0.0516,1,13.6,19
495,"In one year, (President Obama) provided $90 billion in breaks to the green energy world into solar and wind, to Solyndra and Fisker and Tesla and Ener1.",0,0.2732,6,14.1,27
496,"Says that 98,184 Texans are now driving with temporary drivers licenses lacking their photos.",1,0.0,2,12.5,14
497,Youve been tremendously deceived by people who say the Earth is not flat.,0,-0.4927,1,7.2,13
498,Jennifer Carrolls an outsider.,1,0.0,1,12.4,4
499,Hedge fund managers pay less in taxes than nurses and truck drivers.,0,-0.1027,1,6.9,12
500,Says President Barack Obamas approval rating gained 3 points in the last couple months.,1,0.6908,1,10.5,14
501,"In the city of Milwaukee, weve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.",1,-0.6249,2,13.5,30
502,A proposal to reduce the deficit involved large tax cuts for the top bracket.,1,-0.4767,1,7.1,14
503,Says Mitch McConnell voted two times against the Violence Against Women Act.,1,-0.6249,1,10.1,12
504,"His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year.",1,-0.1027,3,12.1,24
505,Wisconsin law says all recall petition signers must sign in the presence of another person.,0,0.0,1,10.2,15
506,"In early voting in Miami-Dade County, there is a trickle of two or three people a day at a very high cost to keep those public libraries and polls open.",0,0.0,3,12.9,30
507,I never lobbied under any circumstance for Freddie Mac.,1,0.0,1,7.7,9
508,"Says Mitt Romneys housing policy is, Dont try and stop the foreclosure process. Let it run its course and hit the bottom.",1,0.0997,3,5.5,22
509,"In just a few years in office, Sen. Obama has accumulated the most liberal voting record in the Senate.",0,0.0,3,4.4,19
510,"Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.",1,-0.6597,2,10.4,16
511,Jules Bailey was instrumental in creating the Business Energy Tax Credit that let companies like Wal-Mart profit by $11 million while costing the Oregon general fund $33 million.,0,0.8834,4,18.0,28
512,"Based on current trends, 15.5 million girls will be married in the next 16 years as children.",1,0.0,3,8.4,17
513,"New Mexico was 46th in teacher pay (when he was elected), now we're 29th.",1,-0.1027,5,5.8,14
514,"The big Wall Street banks, the big corporations give many times more political donations to Democrats than Republicans.",0,0.0,2,14.3,18
515,David Perdue has never voted in a Republican primary until his name was on the ballot.,0,0.0,1,7.5,16
516,"If you don't count illegal aliens, people who qualify for other insurance, and people who make more than $75,000 a year, it leaves about 15 million people who are uninsured.",1,0.4449,7,16.2,30
517,The War in Afghanistan is officially the longest war Americans have ever been asked to endure.,1,-0.8316,1,9.8,16
518,Says JimRenacci has consistently voted for loopholes that encourage outsourcing of our jobs.,1,0.5106,1,14.0,13
519,Says in Texas its legal to shoot someone whos committing a public nuisance under the cover of dark.,0,-0.1531,1,9.0,18
