,statement,label,id
324,"Says last year 13 million (health insurance) rebates went out, in all 50 states. Another 8.5 (million) rebates are being sent out this summer, averaging around 100 bucks each.",1,1204
325,Says his state budget will provide an increase in state funding for the 2011-12 school year.,1,1205
326,"Says the estate tax, in many cases, forces family farmers and small businesses owners to sell their holdings.",0,1206
327,Sayvideo shows massive alligator strolling across Florida golf course.,1,1207
328,On whether people can keep their insurance under the Affordable Care Act.,1,1208
329,"We're spending $1.6 billion for all of Latin America in terms of aid and assistance, a fraction of what we're spending in Iraq, the $500 billion we've spent there",1,1209
330,"If you look at the number of illegal immigrants coming into the country, it is net zero. Its been that way now for almost two years.",1,1210
331,Weve introduced a bill that includes $12 billion in cuts over the next week.,1,1211
332,Wisconsins lawsuit rules are so anti-business that the states system is one of the most promiscuous in America.,0,1212
333,"Says Joseph Stalin said if you want to bring America down you, have to undermine three things: our spiritual life, our patriotism and our morality.",0,1213
334,"From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station",1,1214
335,"The gender gap in his support is not unique to me and theres not a huge gap from where Republicans have been in presidential, gubernatorial and US Senate elections in recent years.",1,1215
336,Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.,0,1216
337,"In 2011, Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections.",0,1217
338,"Across the country, more than half of the U.S. attorney seats remain without a prosecutor chosen by Obama.",0,1218
339,The Red Sox waited 87 long years to win the World Series.,0,1219
340,Almost every state has offered an insurance plan on its health exchange that does not cover abortion.,1,1220
341,"The largest tax increase that we have ever had in our state is yours it is the business margins tax that you signed, governor.",0,1221
342,Georgia has the second-highest rate of childhood obesity in the United States.,1,1222
343,"Says Tom Ganley has been sued over 400 times, for fraud, discrimination and more, and a judge called Tom Ganleys business practices deceptive and unconscionable.",1,1223
344,A recall election for Wisconsin governor would cost $7.7 million -- $7.7 million that may already be allocated to merit raises for teachers or health care for the poor or school books for your kids.,1,1224
345,Says my plan is a property tax cut.,1,1225
346,We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.,0,1226
347,Not one American flag on the massive stage at the Democratic National Convention until people started complaining- then a small one. Pathetic.,1,1227
348,A bill by Earl Blumenauer would mandate GPS tracking devices on all our vehicles.,0,1228
349,"As a prosecutor, Wisconsin Supreme Court Justice David Prosser did not investigate or file charges in a case involving 30-year pedophile priest, then participated in cover-up.",0,1229
350,There is a precedent for not nominating someone to the U.S. Supreme Court in the middle of a presidential election.,0,1230
351,Health insurance and medical costs are going down because of Obamacare.,0,1231
352,"The war on drugs led to a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.",1,1232
353,Says Texas GOP platform calls for end to teaching critical thinking in public schools.,1,1233
354,Four out of 10 homicides are committed by gun in this city.,1,1234
355,A picture shows former President Bill Clinton naked with another woman.,0,1235
356,"There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.",0,1236
357,If you want out of the individual mandate... all you have to do now is tick off the box that says hardshipand youre out.,0,1237
358,"Many Nevadans relied on Uber for work, but after accepting $70,000 from taxi companies, Catherine Cortez Masto went after Uber ... (driving) them out of town.",0,1238
359,"Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.",0,1239
360,"Last month, 44 of the 50 states saw an increase in the unemployment rate.",1,1240
361,Wind power is the most undependable form of renewable energy.,0,1241
362,Charlie Crist allowed college tuition to increase up to 15 percent every year.,1,1242
363,The House has never failed to pass a budget in the modern era.,1,1243
364,Mr. Renacci was registered as a foreign trade lobbyist in the United States government.,1,1244
365,"Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee students the choice of where they go to school no matter where they live or how much money their parents make.",1,1245
366,Says the main Central Texas food bank is delivering 50 percent more food to the poor than three years ago.,1,1246
367,"McCain ""still thinks it's okay when women don't earn equal pay for equal work.""",0,1247
368,"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""",1,1248
369,Gene Green is the NRAs favorite Democrat in Congress. ... Its no wonder the congressman has a lifetime A rating from the NRA.,0,1249
370,"Obama ""won health care for 150,000 people.""",1,1250
371,"The CBO says that if you raise the minimum wage to $10.10 an hour, half a million people would lose their jobs.",1,1251
372,State lawmakers are spending taxpayer money for parking that billionaire Arthur Blank could build while paying some state employees so little they are on food stamps.,1,1252
373,State governments have little ability to stimulate job growth in the short run.,1,1253
374,He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight.,1,1254
375,Says the U.S. federal income tax rate was 0 percent until 1913.,1,1255
376,"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined.""",1,1256
377,"Texas has, now, the highest share of minimum-wage workers in the nation.",1,1257
378,"Two months ago, Donald Trump said that ISIS was not our fight.",1,1258
379,"Says that on average, Democratic congressional districts received 81 percent more stimulus funds than Republican districts.",1,1259
380,You had supported John McCain's military strategies pretty adamantly until this race.,0,1260
381,Says critics who say he cut Medicaid are wrong; his budget added $1.2 billion to the program,1,1261
382,Says she will work to raise the federal minimum wage back to the highest level its ever been $12 an hour in todays dollars.,1,1262
383,$29 is what families on SNAP (i.e. food stamps) have to live on for a week.,0,1263
384,"The Medford Water Commission was fined $279,000 for dumping plain drinking water into a stream.",1,1264
385,Nothing in the Constitution explicitly guarantees our right to vote.,1,1265
386,Sherrod Brown and his special interest allies in Washington are plotting to spend over $13 million to defeat Josh Mandel.,1,1266
387,"On the new dollar coins, ""'In God We Trust' is gone!""",0,1267
388,Says Gov. Scott Walkers proposed state budget contained 110 pages of errors -- an unusually high number -- and millions of dollars worth of mistakes that were corrected with a follow-up document.,1,1268
389,Takes credit for substantially reducing the size of the state workforce.,1,1269
390,"If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.",1,1270
391,"In the last 10 years, Georgias middle class income has dropped $6,500.",1,1271
392,Rooting for the Red Sox is like rooting for the drug companies.,1,1272
393,"Says Rick Perrys Pay to Play politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in childrens health insurance",0,1273
394,On allowing a vote on universal gun background checks in the U.S. Senate.,1,1274
395,"President Barack Obama, Nancy Pelosi and Harry Reid support Rick Perrys decision to give in-state tuition to illegal immigrants.",0,1275
396,Obama has more czars than the Romanovs.,1,1276
397,Gov. McDonnells proposed budget is cutting public education.,0,1277
398,A [bank] surveillance camera capturing a criminals face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.,0,1278
399,"Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.",1,1279
400,Says Donald Trump and Mike Pence want to gamble with your retirement benefits in the stock market.,0,1280
401,U.S. Rep. Connie Mack voted to raise his own pay several times.,1,1281
402,No poll done this year ... shows less than a majority to reinstate a federal ban on assault weapons.,1,1282
403,I have spent virtually every weekend since Memorial Day in the Panhandle.,1,1283
404,"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",0,1284
405,Im not a conspiracy theorist and I never allow conspiracy theorists on my program.,0,1285
406,Says Romney called Russia our No. 1 enemy.,1,1286
407,Theres been no conclusive or specific report to say Russia was trying to muddy the election.,0,1287
408,Says Christopher Little has a history of working against environmental protection by defending the worst types of corporate polluters,0,1288
409,"John Kasich says he won, despite 12 visits by a president, somewhere between $45 (million) and $50 million (spent against him,) 500 paid volunteers in here calling me every name in the book, former presidents, first ladies and God-knows-who-else.",1,1289
410,"Opponents of Section 5 (of the Voting Rights Act) complain of state expense, yet their only cost is the paper, postage and manpower required to send copies of legislation to the federal government for review.",1,1290
411,Says Nick Kahl made it harder for many families to cover basic health care expenses.,0,1291
412,"In California, the windmills are killing hundreds and hundreds of eagles.",0,1292
413,"There is nothing in the current state public records law that prohibits sensitive or confidential business information from being just that, confidential.",1,1293
414,We did not even have a federal income tax in this country until 1913.,1,1294
415,"The White House is won in the swing states, and I am winning the swing states.",0,1295
416,"Says opponent U.S. Rep. Gwen Moore is Wisconsins most absent member of Congress, missing nearly 17 percent of the House votes in the second quarter of 2012.",1,1296
417,Says Gov. Scott Walker dropped out or was kicked out of college short of a degree not long after he was kicked out of student elections at Marquette University.,0,1297
418,Eliminating affirmative action in admissions in Florida led to more African American and Hispanic kids attending our university system than before.,0,1298
419,"When it comes to transportation funds, Georgians spend more in taxes and on red tape than they get back from the federal government.",1,1299
420,Federal stimulus money went to a Georgia Tech project that will apparently involve the professor jamming with world-renowned musicians to hopefully also create satisfying works of art.,0,1300
421,The U.S. doesnt make television sets anymore.,1,1301
422,"When these same Republicans - including Mr. Boehner - were in charge, the number of earmarks and pet projects went up, not down.",1,1302
423,Wisconsins projected state budget shortfall is now as low as $1.5 billion,0,1303
424,Heroin .. pours across our southern borders.,1,1304
425,"Before the Republican wave in 2010, Democrats had an advantage on the generic ballot in Congress. Even in 1994 with the Gingrich revolution ... Democrats had that advantage.",1,1305
426,Roy Barnes made Georgia dead last in education and Georgia led the nation in job losses.,1,1306
427,"Sen. McCain was already turning his sights to Iraq just days after 9/11, and he became a leading supporter of an invasion and occupation of (Iraq).",1,1307
428,"In labor negotiations with city employees, Milwaukee Mayor Tom Barrett demanded concessions that went beyond those mandated by Gov. Scott Walkers collective bargaining law",0,1308
429,"Says hes arrested more criminals, including thousands of child predators and sex offenders, than any previous Texas attorney general.",1,1309
430,"Brazil built a $300 million stadium in the Amazon rainforest that is only going to be used for four World Cup games, and theres no team that can fill it afterwards.",1,1310
431,"Sources show (Connie) Mack as a resident of California, living with his wife in Palm Springs.",0,1311
432,"We have an Army that just cut 40,000 spots.",1,1312
433,"In South Sudan, more teenage girls die in childbirth than finish high school.",1,1313
434,"Says Ohio Rep. Marcy Kaptur actually lives in a fancy condo in the Washington, D.C. suburbs.",0,1314
435,"U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration ""because he is afraid that someone will get hurt trying to go around the fence.""",0,1315
436,"Despite attention on global warming, fewer Americans carpool today to work than carpooled in 1980 and SUVs have never been a larger proportion of the vehicles being sold in this country.",1,1316
437,"Says in 2002, he won more Hispanic votes than Anglo votes, 60 percent in the state.",1,1317
438,"A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation.",1,1318
439,Says Mitt Romney supports cap and trade.,0,1319
440,"Since the beginning of the year weve created a net increase of 45,000 jobs.",0,1320
441,Texas has a higher unemployment rate than neighboring states.,1,1321
442,"The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.",1,1322
443,My supporters arent special interest groups in Madison and Milwaukee.,1,1323
444,"While 9,000 state employees were added to the states payroll, Oregons revenue forecasts dropped by more than $4 billion.",1,1324
445,John McCain fought to rein in Fannie and Freddie...but Democrats blocked the reforms.,1,1325
446,"Dark money spending in the 2016 election cycle is 10 times what it was at the same point in the 2012 election cycle, when it topped $308 million.",1,1326
447,Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,0,1327
448,The government is trying to now close the Lincoln Memorial for any kind of large gatherings.,0,1328
449,You know what (Saddam Hussein) did well? He killed terrorists.,0,1329
450,The average age of the minimum wage worker is 35 years old.,0,1330
451,"Says McCain ""supported George Bush's policies 95 percent of the time.""",1,1331
452,More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.,1,1332
453,"There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.",1,1333
454,Says One of the states largest governments made charging this tax one of their top priorities just this year.,0,1334
455,The immigration bill has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.,0,1335
456,Says Donald Trump publicly invited Putin to hack into Americans (emails).,1,1336
457,"The Congressional Budget Office estimates that for every $1 we spend on unemployment benefits, $1.90 is put into our economy.",1,1337
458,"In Syria, we struck a deal where we got 100 percent of the chemical weapons out.",1,1338
459,On redistricting.,0,1339
460,"We had a three-hour debate, no discussion about the national debt, very little about the economy.",1,1340
461,Obama-Nelson economic record: Job creation ... at slowest post-recession rate since Great Depression.,1,1341
462,"Says Democrat Hank Gilbert has a criminal conviction for theft, has multiple years of unpaid taxes, has multiple tax liens and fines, unsafe driving convictions (and) has recently been accused of taking a bribe and is on record lying to the press this year about his criminal record.",1,1342
463,"The Trans-Pacific Partnership was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.",0,1343
464,More women are graduating from college now than men.,1,1344
465,"We have 41,000 people right now on the waitlist for financial-based assistance for our tech colleges and universities, most of them for tech schools.",1,1345
466,Were taxing our small businesses now at rates higher than corporations.,0,1346
467,"Says the stimulus bill sent tax credits overseas, such as half a billion to an electric car company that created hundreds of jobs in Finland.",0,1347
468,Health insurance companies' costs are only 4 percent of all health care spending.,1,1348
469,Says Donald Trump once suggested that he would try to negotiate down the national debt.,1,1349
470,"Says DonaldTrump got, you know, $1.8 billion worth of free media. I got, like, none.",1,1350
471,"When I withdrew in June of 2008, polls were showing that at least 40 percent of my supporters said, oh, they werent going to support Sen. Obama.",1,1351
472,Says Larry Taylor gave in-state tuition to illegal immigrants.,0,1352
473,"After the attack on a U.S. diplomatic mission in Benghazi,Libya,the ambassadors body was dragged through the street.",0,1353
474,The increase in the current state budget was greater than the inflation rate and the rate of population growth in Georgia.,1,1354
475,Six thousand people have sought addiction treatment through expanded Medicaid.,0,1355
476,"When students leave our high schools and they go to the community college, 70-75 percent of them have to pay to take remedial math.",1,1356
477,"Of those 850,000 (new Texas) jobs, most were public-sector jobs and minimum-wage jobs.",0,1357
478,It is a fact that it costs more to run the schools in August.,0,1358
479,The problem with raising tax rates on the wealthiest Americans is that more than half of them are small business owners.,0,1359
480,"Franklin Roosevelt never allocated more than 12 percent of GDP to federal spending, while the percentage for Barack Obama is not projected to drop below 22.8 percent.",0,1360
481,Fifty-seven of Rubios 100 ideas ultimately became law.,1,1361
482,"Ninety-six percent of failing schools are spending above $8,400, the average annual per student expenditure, and 26 percent spend considerably more than that.",1,1362
483,About 78 to 81 House Democrats are members of the Communist Party. ... Its called the Congressional Progressive Caucus.,0,1363
484,"Military spending cuts, known as the sequester, were President Barack Obamas idea.",1,1364
485,"George Bush, and a Republican Congress, have presided over a 55 percent increase in the size of domestic government spending in the last seven years.",1,1365
486,Clinton aides admit it (a gas tax holiday) won't do much for you but would help her politically.,0,1366
487,Bill McCollum backed Jim Greers effort to hide financial irregularities.,0,1367
488,"First, he was in favor of my plan, now he's attacking it.",1,1368
489,Creflo Dollar needed a $65 million Gulfstream G650 to carry thousands of pounds of food and other supplies -- as well as the Word of God -- worldwide.,0,1369
490,Halliburton gave Dick Cheney a $34 million payout when he left the company to join the presidential ticket.,1,1370
491,All Aboard Florida is a 100 percent private venture. There is no state money involved.,0,1371
492,Fox News is banned in Canada because it violatesa law thatprevents news channels from lying to their viewers.,0,1372
493,On ending stop and frisk,1,1373
494,Says under President Barack Obama theres been the lowest discretionary spending weve had in decades in the United States.,0,1374
495,"In one year, (President Obama) provided $90 billion in breaks to the green energy world into solar and wind, to Solyndra and Fisker and Tesla and Ener1.",0,1375
496,"Says that 98,184 Texans are now driving with temporary drivers licenses lacking their photos.",1,1376
497,Youve been tremendously deceived by people who say the Earth is not flat.,0,1377
498,Jennifer Carrolls an outsider.,1,1378
499,Hedge fund managers pay less in taxes than nurses and truck drivers.,0,1379
500,Says President Barack Obamas approval rating gained 3 points in the last couple months.,1,1380
501,"In the city of Milwaukee, weve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.",1,1381
502,A proposal to reduce the deficit involved large tax cuts for the top bracket.,1,1382
503,Says Mitch McConnell voted two times against the Violence Against Women Act.,1,1383
504,"His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year.",1,1384
505,Wisconsin law says all recall petition signers must sign in the presence of another person.,0,1385
506,"In early voting in Miami-Dade County, there is a trickle of two or three people a day at a very high cost to keep those public libraries and polls open.",0,1386
507,I never lobbied under any circumstance for Freddie Mac.,1,1387
508,"Says Mitt Romneys housing policy is, Dont try and stop the foreclosure process. Let it run its course and hit the bottom.",1,1388
509,"In just a few years in office, Sen. Obama has accumulated the most liberal voting record in the Senate.",0,1389
510,"Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.",1,1390
511,Jules Bailey was instrumental in creating the Business Energy Tax Credit that let companies like Wal-Mart profit by $11 million while costing the Oregon general fund $33 million.,0,1391
512,"Based on current trends, 15.5 million girls will be married in the next 16 years as children.",1,1392
513,"New Mexico was 46th in teacher pay (when he was elected), now we're 29th.",1,1393
514,"The big Wall Street banks, the big corporations give many times more political donations to Democrats than Republicans.",0,1394
515,David Perdue has never voted in a Republican primary until his name was on the ballot.,0,1395
516,"If you don't count illegal aliens, people who qualify for other insurance, and people who make more than $75,000 a year, it leaves about 15 million people who are uninsured.",1,1396
517,The War in Afghanistan is officially the longest war Americans have ever been asked to endure.,1,1397
518,Says JimRenacci has consistently voted for loopholes that encourage outsourcing of our jobs.,1,1398
519,Says in Texas its legal to shoot someone whos committing a public nuisance under the cover of dark.,0,1399
520,"A small business receiving a federal tax credit ""to provide health care for its employees ... would be barred under the Stupak Amendment from allowing their employees to use ... the health care that they offer them for abortion.""",0,1400
521,Individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent.,1,1401
522,Says Barack Obamas comments indicate he believes in redistribution of wealth.,1,1402
523,"Says of the 2,000 Portland households in the year-long (composting) pilot, 87 percent of participants reported being satisfied with the overall system.",1,1403
524,Says Oregon state employees received a catch-up pay raise in 1981 -- just two years after they agreed not to take a raise in exchange for a retirement benefit.,0,1404
525,"Here in Pennsylvania, the annual cost for infant childcare is over $10,000 per child, which is more than most families pay in rent and almost the same cost as in-state college tuition.",1,1405
526,"All of Texas is conservative, except a little bit of Austin.",0,1406
527,"Under this tax cut, middle-class families dont save enough for a weeks worth of groceries, while millionaires save enough to go on an exotic vacation.",1,1407
528,The poverty rate amongst women is the worst its been in 17 years and the extreme poverty rate is the worst its ever been.,1,1408
529,Says the word Dhimmitude is on page 107 of the health care law and means Muslims are specifically exempted from the government mandate to purchase insurance.,0,1409
530,"Scientists have shown us (that) the greater possibilities, the real science movement, has been with adult stem cell research. It has not been with embryonic.",0,1410
531,On the National Animal Identification System.,1,1411
532,Elorza wants to teach our public school children about the non-existence of God.,0,1412
533,Donald Trump says that NATO is obsolete and that we need to get rid of NATO...,0,1413
534,On implementing a sales tax.,0,1414
535,"A few weeks ago, (the) education committee in Congress is deciding whats going to be in your local salad bar.",0,1415
536,Ninety percent of the people in Arkansas still love Bill Clinton.,1,1416
537,The problem of unwanted sexual contacts in the military is not just a womans issue. More than half of the victims are men.,1,1417
538,Says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,1,1418
539,"A proposed regional transportation tax will last a minimum of 10 years, and has been approved to last longer.",0,1419
540,Says our 12 month job increase was the sixth highest in the nation.,1,1420
541,Warren Buffett called (Jeff) Greenes scheme financial weapons of mass destruction.,0,1421
542,"Its not true that since hes been the president, executions in Iran have increased by four times.",0,1422
543,"Says I am happy to decline PERS so that the County can save over $68,000 over a four year term that would have been paid on my behalf.",1,1423
544,Says Chris Dudley thinks Oregons minimum wage is too high.,1,1424
545,Over half the people on disability are either anxious or their back hurts.,0,1425
546,The Democrats in the Senate and some members of Congress defended what Fannie and Freddie were doing. They resisted any change.,1,1426
547,"Today California is kicking our butt, creating more jobs and more economic growth than Texas.",1,1427
548,Says Gov. Mike Pence and Rep. Mike Coffman take the same positions on a number of things... Coffman and Pence oppose equal rights for LGBT Americans.,0,1428
549,"All of Floridas four-year state colleges now offer bachelors degrees for only $10,000.",0,1429
550,One of every two Wisconsin residents are on some kind of government handout.,0,1430
551,"A new ruling by the EPA would force dairy farmers to comply with the Spill Prevention, Control and Countermeasure Program when dealing with spilt milk -- the same regulations oil and natural gas producers must follow.",0,1431
552,"Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.",1,1432
553,"In the U.S. Constitution, theres a little section in there that talks about life, liberty and the pursuit of happiness.",0,1433
554,"In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place.",1,1434
555,I have something in common with my husband. He never carried caucuses either. He lost all of the ones that I've lost.,1,1435
556,"Your tax dollars are not being used to sue you, the people.",0,1436
557,"Federal, state and local governments have subsidized the production of the Volt to the tune of estimates between $50,000 and $250,000 per vehicle sold.",1,1437
558,"In Cobb County, every meeting opened with a prayer. The ACLU objected. Sued ... [Sam] Olens took on the ACLU and won!",1,1438
559,Felony crimes in the city of Atlanta are the lowest they have been since 1969.,1,1439
560,Both the Democratic and Republican candidates for president in 2016 are quite unpopular.,1,1440
561,Republicans are attempting to remove Barack Obama from Georgias Presidential Ballot in 2012.,1,1441
562,"Says Hillary Clinton takes tens of millions of dollars from countries that hate women, that disrespect women, that throw gays off of buildings.",0,1442
563,Says he came to the Republican Party sooner in age than Ronald Reagan.,1,1443
564,Voter turnout for some groups in the 2008 presidential general election in Georgia was far greater than it should have been demographically.,1,1444
565,"Fluoride in the water, that was originally done by the Nazis!",0,1445
566,He was a member of the Iraq Study Group and was either fired or quit from a very important commission that was trying to figure out the way forward in Iraq.,1,1446
567,"If an individual is determined to commit suicide, the availability of a gun is not a factor because they will find a way.",0,1447
568,"Presidents Hoover, Truman and Eisenhower collectively ordered the deportation of at least 15 million illegal aliens.",0,1448
569,"The total number of dollars that passes through the Department of Development is like $900 million and like $650 (million) of it has nothing to do with development, which is breathtaking when you think about it.",1,1449
570,"Medicare only has about 50 percent of it paid for by either premiums or payroll taxes, and the rest is deficit spending ... or debt spending.",1,1450
571,"In the 2014 election, 80 percentofpoor people did not vote.",1,1451
572,Says the Nike bill is not a tax break ... this does not lower the taxes that Nike will pay nor does it prevent the Legislature from raising those taxes in the future.,1,1452
573,"Thanks to the Trans-Pacific Partnership, Vietnam is drafting and presenting unprecedented labor reforms, changing their Constitution to recognize worker organizations in Vietnam for the first time.",1,1453
574,"As state treasurer, Alexi Giannoulias lost $73 million in our kids college savings.",1,1454
575,District 22 includes about 80% of the district I have represented since 2010. District 20 includes about 20% of the area I have represented since 2010.,1,1455
576,We now work the longest hours of any people around the world.,0,1456
577,"When lenders foreclose on homes, they typically suffer losses that exceed 30 percent of the value of the home.",1,1457
578,The policy of the Bush administration was also not to add new nuclear capabilities.,1,1458
579,"We haven't built a refinery, I think, in 30 years.",0,1459
580,"In the state legislature, I supported Second Amendment rights.",1,1460
581,"Says the health care reform bill was paid for, in part, by taking money from students and the student loan system.",1,1461
582,The Republican National Convention is a Super Bowl times four.,0,1462
583,"John McCain ""has threatened extinction for North Korea and sung songs about bombing Iran.""",1,1463
584,Says more Republicans than Democrats voted for the Wall Street bailouts.,0,1464
585,Says a prank phone call caused 400 children to be taken from their parents... without warrant.,1,1465
586,A bill that could restrict free speech when the president is nearby was signed by President Barack Obama in secret.,0,1466
587,Californias Prop 55 prevents $4 billion in new cuts to our schools.,0,1467
588,"George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate.",1,1468
589,"This town (Wilmington, Ohio) hasnt taken any money from the government. They dont want any money from the government.",0,1469
590,"We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.",0,1470
591,22 Countries Invaded by the U.S. in 20 Years.,0,1471
592,Sixteen [federal] programs exist to fight homelessness and some of them are duplicative.,1,1472
593,The U.S. Constitution is the oldest written constitution still in use today among nations.,1,1473
594,Says U.S. Senate opponent Tommy Thompson favors raising taxes on small businesses.,0,1474
595,Republicans offered Wisconsin bar patrons free shots (of alcohol) to sign recall petitions against Democrats.,0,1475
596,Says Donald Trumpsfoundation took money other people gave to his charity and then bought a six-foot-tall painting of himself.,1,1476
597,The Democrat-led Senate has failed to pass a budget for 750 days ... Senate Democrats have neglected one of their most basic responsibilities.,1,1477
598,On Common Core.,0,1478
599,Says Ron Johnson helped companies ship jobs overseas.,0,1479
600,Florida Democrats just voted to impose Sharia law on women.,0,1480
601,Says opponent Beto ORourke wants to legalize drugs.,1,1481
602,Says Bill Clinton opposes President Barack Obamas plan to raise taxes on wealthy Americans.,0,1482
603,Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,1,1483
604,Our economy is not growing.,0,1484
605,It doesn't make sense to me to send $1-billion a day out of our country. We can be energy independent and should be.,1,1485
606,Says Scott Walkers plan to replace Obamacare is a new entitlement program for every single American human being from the time they are born right up until they grow old and become eligible for Medicare.,1,1486
607,Says state Senate candidate Monk Elmer voted to exceed the (school district property tax) spending caps.,0,1487
608,"For at least a year now, I have called for two additional brigades, perhaps three.",1,1488
609,Says Hillary Clinton wants to go to a single-payer plan for health care,0,1489
610,Foreign aid is less than 1 percent of our federal budget.,1,1490
611,Pay-as-you-go is the principle that helped transform large deficits into surpluses in the 1990s.,1,1491
612,"Obama has ""visited more countries and met with more world leaders than any president in his first six months in office.""",1,1492
613,"Says Texas has so few gas-pump inspectors in the field, the HEBs of this state, the Brookshires of this state, theyre calibrating their own gas pumps. The (Texas Department of Agriculture) just sends them the stickers and they calibrate them.",0,1493
614,"We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent.",1,1494
615,Says a rather extraordinary amount of non-classroom employees were added by Texas school districts over the last decade.,1,1495
616,"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",1,1496
617,The permission to engage was given before the word RPG was ever used.,1,1497
618,Senator Obama has voted 94 times to either increase your taxes or against tax cuts.,0,1498
619,Lorain is the poorest urban school district in the state of Ohio.,0,1499
620,The Senate health care bill does not contain limits on medical malpractice lawsuits.,1,1500
621,Narragansett Bay waters are getting warmer -- 4 degrees Fahrenheit warmer in the winter since the 1960s.,1,1501
622,"Says Barack Obama has the legal authority to let in really however many refugees he wants, from whatever country.",1,1502
623,"Of all cities in the United States with more than 100,000 people, Providence is the 183rd safest.",1,1503
624,"In Japan, executives of failing companies say 'I'm sorry' and then either do one of two things: resign or go commit suicide.",1,1504
625,Says President Barack Obama said that American exceptionalism is no more exceptional than the exceptionalism of any other country.,0,1505
626,Says Barack Obamas favorability rating in Israel once clocked in at 4 percent.,0,1506
627,"Says Donald Trump proposes to deport 16 million people, 11 million who are here without documents, and both Donald Trump and Mike Pence want to get rid of birthright citizenship.",1,1507
628,Says U.S. House candidate Carlos Curbelo opposes the repeal of Obamacare.,0,1508
629,"Says, Statistics indicate that one in eight children, and one in 18 adults in Oregon suffers from mental illness.",1,1509
630,One in five American households have nobody under the same roof thats got a job.,1,1510
631,"George Bush ... used a signing statement (on a FEMA bill) to say, 'I don't have to follow that, unless I choose to.' ",1,1511
632,Obamas mid-term approval ratings are similar to other presidents who went on to re-election.,1,1512
633,I saved the taxpayers $2-billion on a bogus Air Force Boeing tanker deal where people went to jail.,1,1513
634,Says the fluoride Austin is putting in its drinking water is toxic waste.,0,1514
635,The new light bulbs will cost roughly six times the cost of the light bulbs we now use.,0,1515
636,Only three in 10 young Americans under 30 -- 30 percent under 30 -- have full-time work.,1,1516
637,Emory University students were provided counseling after someone wrote Trump 2016 in chalk on campus.,0,1517
638,"Through the Clinton Foundation, the Clintons are now worth in excess of $100 million.",0,1518
639,The U.S. Supreme Court struck down Wisconsins photo ID election law,0,1519
640,"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless.",1,1520
641,The people of Tiverton have historically supported [gambling measures] at a rate higher than the rest of the state.,1,1521
642,We know how to stop AIDS: persuade men not to have sex with men.,0,1522
643,Democrats in Congress had control since January of 2007. They haven't passed a law making waterboarding illegal. They haven't gone into any of these things and changed law.,0,1523
644,Alexander Hamilton was an immigration hawk.,1,1524
