,statement,label,SentimentScore,CountPunc,Readability,CountWord
250,"Every time the weight of that vehicle is reduced by a hundred pounds, your chances of dying are going to go up by about 5 percent. Peel three hundred pounds off youre 15 percent more likely to die in that car.",0,-0.5209,3,8.2,41
251,Says hesso bipartisan that 12 of my bills were signed into law by Democratic President Bill Clinton.,1,0.0,1,10.3,17
252,I still live in the same working-class neighborhood I grew up in.,1,0.0,2,5.8,12
253,"Im running against a groundhog. He saw his shadow on the primary day, and no one has seen him since.",0,-0.296,3,2.6,20
254,"Says British voters under 50, especially millennials, overwhelmingly voted to stay, in the European Union. It was older voters who voted to leave.",1,-0.2449,5,9.7,23
255,Fundamental changes made to the language describing the Wisconsin Idea in the University of Wisconsin Systems mission statement were the result of a drafting error.,0,-0.4019,1,17.4,25
256,Financed the largest parking expansion program without a rate increase.,0,-0.2411,1,12.8,10
257,"Says Jeb Bush and Marco Rubio had it set so that the winner takes everything, because they wanted to make sure that I didnt get anything in the Florida primary.",0,0.7479,2,14.2,30
258,4.7 million people have lost their insurance in 32 states due to Obamacare.,0,-0.3182,2,7.9,13
259,The average family premium has increased by 29% under Obama!,1,0.3382,2,7.6,10
260,"On Medicare for current retirees, hes cutting $716 billion from the program.",1,-0.128,3,10.1,12
261,Sen. Marco Rubio refuses to accept the basic science on climate change and is a climate change denier.,1,0.0258,2,9.8,18
262,There are 10 or 20 deaths a year from foodborne illness in the United States.,0,0.0258,1,5.9,15
263,"Says when Republicans took over the state legislature in 2010, New Hampshires tax rate for employers was 50th in the nation, and unemployment had more than doubled under Democrats.",1,-0.4404,3,17.8,29
264,About 1 in 10 public school teachers in Wisconsin would have been laid off without federal stimulus funds.,0,0.0,1,10.8,18
265,CNN accidentally aired 30 minutes of pornography in Boston on Thanksgiving night.,0,-0.34,1,12.0,12
266,"Bill McCollum voted four times to raise his own pay, by a total of $51,000, and earns a congressional pension worth more than $75,000 a year.",1,0.128,7,12.6,26
267,"The signers of the Declaration of Independence were ""brave people, most of whom, by the way, were clergymen.""",0,0.5267,6,11.6,18
268,"Says Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.",0,0.0,2,11.2,17
269,Over 40 percent of children born in America are born out of wedlock.,1,0.0,1,5.4,13
270,"We're borrowing money from China and Saudi Arabia ""to finance this war"" in Iraq.",1,-0.6833,4,8.1,14
271,"Says that in his first two years, Wisconsin has seen its best two-year job growth in a decade.",0,0.7783,3,7.7,18
272,"In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent.",0,0.0,4,4.0,22
273,Georgia is the second-fastest growing state for international tourists.,1,0.1779,2,16.0,9
274,"When I left the Senate, we were on a trajectory towards a balanced budget.",1,0.0,2,6.1,14
275,"Guess what, governor? Theres no fried butter in Newark. Just 13 percent unemployment.",1,-0.6249,4,7.2,13
276,Says Republican-approved changes to make it more difficult to participate in Ohio elections include reducing in-person early voting from 35 days to six.,1,-0.4201,3,16.7,23
277,High-speed rail would have cost Florida taxpayers $1 billion to build.,0,0.0,3,9.7,11
278,"Between 2000 and 2006, health insurance company profits quadrupled.",1,0.4404,2,14.0,9
279,Says One-third of our healthcare dollars go to wasteful insurance billing and bureaucracy.,1,0.0,2,13.3,13
280,"Obama, instead of nominating a health professional, he nominated someone who is an anti-gun activist (for surgeon general).",0,0.0,6,15.3,18
281,Black people are eight times more likely to be arrested than white people in Madison.,1,-0.4767,1,8.3,15
282,"For the first time in history, the Democratic Congress will not allow an increase in the social security COLA (cost of living adjustment).",0,-0.0588,4,13.8,23
283,"Says Ted Cruz said, There is no place for gays or atheists in my America. None. Our Constitution makes that clear.",0,0.1027,4,4.9,21
284,We spend more on our military than the next eight nations combined.,1,0.0,1,6.6,12
285,"Says Cape May, Cumberland, Salem and part of Atlantic counties are all south of the Mason-Dixon line.",0,0.0,4,10.6,17
286,"Says Republican opponent Jason Isaac is peddling a plan meaning Texans would pay the highest sales taxes in America, up to 14.5 percent.",0,-0.1027,3,13.4,23
287,David Dewhurst currently owes more than $1 million to vendors for services provided to his 2012 U.S. Senate campaign.,1,0.0,4,12.6,19
288,Says Rick Perry supported a guest worker program to help people who would otherwise be illegal aliens.,1,0.1027,1,10.9,17
289,"On climate change, the temperature readings have been fabricated, and its all blowing up in their (scientists) faces.",0,0.0,5,13.8,18
290,Republicans created a trillion dollar prescription drug entitlement program without paying for it.,1,0.25,1,16.3,13
291,Test scores had gone up steadily for 40 years until No Child Left Behind and Race to the Top.,0,-0.1027,1,6.7,19
292,Warren Buffett says stop Obamacare now and start over.,0,-0.296,1,7.1,9
293,"When you add a dollar value to mandates, government took almost 50 percent of the American peoples money.",0,0.34,2,10.6,18
294,"In Florida, theyre already talking about how the Ryan-Romney plan will end Medicare and replace it with a voucher.",0,0.0,3,11.9,19
295,I opposed the only multilateral trade deal that came before the Senate while I was there.,1,0.0,1,8.4,16
296,Says Ohios Issue 2 will create a redistricting commission that will have a blank check to spend our money.,0,0.2732,1,9.9,19
297,"Andrew Jackson was the last president who actually balanced the federal budget, where we had no national debt.",1,-0.5719,2,11.9,18
298,"Sarah Palin endorsed a Wasilla policy that charged sexual assault victims for their ""rape kits.""",1,-0.891,3,11.8,15
299,One-third of our college grads leave Ohio within three years.,1,-0.0516,2,8.1,10
300,Says Gwen Graham was a Washington lobbyist.,0,0.0,1,7.0,7
301,Theres no data that says a gun-free zone has saved lives.,1,0.1531,2,4.2,11
302,"On support for Trade Promotion Authority, calledfast-track",0,0.4588,2,17.1,7
303,Republicans have already cut our neighborhood public schools three budgets in a row.,0,-0.2732,1,11.2,13
304,Says David Jolly lobbied for government-run health care just last year.,0,0.7579,2,10.2,11
305,"The Chilean privatization scheme that Sharron Angle supports has resulted in hidden fees, fewer benefits, and millions of people with no coverage.",0,0.4404,3,16.3,22
306,"The Dolphins stadium renovation will create more than 4,000 new local jobs.",1,0.2732,2,9.7,12
307,Says the state budget doubled property tax credits for seniors and middle class New Jerseyans and had no tax increases for any New Jersey family for the second year in a row.,1,0.0772,1,15.6,32
308,"In June 2012 we actually had more people go on Social Security Disability [85,000] ... than the 80,000 jobs that were created.",1,0.5267,8,12.6,22
309,"Between June 30 and July 10, CNN interviewed 17 Israeli public officials versus onePalestinian official.",1,0.0,2,14.3,15
310,The poverty rates in America today arent much better than when we started the War on Poverty.,1,-0.917,1,8.4,17
311,Says his sons were targeted on Facebook by out-of-state protesters.,1,-0.2263,3,10.9,10
312,"The Republican who was just elected governor of the great state of Florida paid his campaign staffers, not with money, but with American Express gift cards.",1,0.7506,3,15.3,26
313,Marco Rubio tried to insert $1.5 million for a rowing institute into the state budget.,0,0.0,3,8.7,15
314,"Up until recently, 75 percent of all the sorties that left the base came back without dropping their ordnances, because there was such a concern about making sure that there were no civilian casualties.",1,0.0258,3,19.0,34
315,There is not a single documented case of abuse of the bulk metadata collectionprogram.,1,-0.6369,1,10.1,14
316,"Because of Obamacare, you have so many part-time jobs.",0,0.0,3,7.1,9
317,"The Confederate battle flag at the South Carolina statehouse must fly at a height of 30 feet. Any changes -- taken down, or even at half-staff, if that can be done -- must be passed by a supermajority of the General Assembly.",1,-0.3818,9,10.2,42
318,Every worker pays 15.3 percent payroll tax.,0,0.0,2,7.0,7
319,"The Walton family, which owns Wal-Mart, controls a fortune equal to the wealth of the bottom 42 percent of Americans combined.",1,0.4939,4,12.9,21
320,President Obama pushed through the stimulus based on the promise of keeping unemployment under 8 percent.,0,-0.1531,1,13.1,16
321,Ed Gillespie supports a personhood amendment.,0,0.3612,1,13.0,6
322,(Bill) Ayers and Obama ran a radical education foundation together.,0,0.0,3,10.9,10
323,President Obama is shrinking our military.,1,0.0,1,10.6,6
324,The only reason the unemployment rate is going down is because twice as many people dropped out of the employment pool as the number of jobs were created.,0,-0.1531,1,14.0,28
325,Cap and trade legislation was originally a Republican idea.,1,0.0,1,9.8,9
326,Says James Langevin voted to spend $3 billion for a jet engine no one wants.,0,-0.296,2,5.5,15
327,Says Congressman Steve Rothman voted against funding for President Barack Obamas auto bailout and would have let automakers go bankrupt.,1,-0.6124,1,16.1,20
328,Georgias high school graduation rate topped 80 percent in 2010.,1,0.0,1,9.0,10
329,"When a bill is sent to the governors office, there is no option for changing it. You sign it or you dont sign it. While there was lots of conversation, there was really no opportunity for any sort of amending.",1,-0.0828,5,5.3,40
330,"The IRS is already planning on 19,500 new employees to administer Obamas health care mandate.",0,0.4939,2,10.9,15
331,My campaign alone has created more jobs in the state of Rhode Island than Narragansett Beer.,1,0.0,1,9.2,16
332,Algeria wanted to be taken off of the terror list at the time it made an unreported donation to the Clinton Foundation.,0,-0.5267,1,10.5,22
333,The (health care) law does not demand that all of these cancellations go out.,0,0.0951,3,7.1,14
334,Says there are a half a trillion dollars in cuts to Medicare that are going to go in place as a result of health care reform.,0,0.25,1,9.7,26
335,We have the highest tax rate anywhere in the world.,0,0.0,1,3.4,10
336,Nevada Democratic Party leaders hijacked the process on the floor of the state convention ignoring the regular procedure and ramming through what they wanted to do.,0,0.0,1,16.8,26
337,"Says that under the Obama administration, the debt has nearly doubled.",1,-0.3612,2,9.7,11
338,Ballistic tests have confirmed that the death of at least one U.S. Border Patrol agent was caused by weapons that were part of a federal arms trafficking operation.,0,-0.7783,3,8.6,28
339,Says his plan to end the toll on Ga. 400 fulfills his campaign promise to commuters.,0,0.5106,2,6.9,16
340,"You know, when this thing first hit, I signed a declaration of emergency for the six counties that were directly affected, impacted in the Panhandle, then I extended that not long thereafter down into Sarasota County.",1,-0.4939,5,20.4,36
341,Says Mark Pryor voted to give Social Security benefits to illegal immigrants.,0,0.1027,1,10.5,12
342,"Says the Central Health districts tax rate is the lowest among the largest counties in Texas, and it will continue to be the lowest if voters approve a proposed tax increase.",1,-0.4404,2,16.0,31
343,The Austin Tea Party and an ultra-conservative millionaire are behind the campaign against the citys light-rail proposition.,1,0.4019,3,17.0,17
344,"Under current U.S. immigration policy, literally one person with a green card can, in the extreme, bring in more than 270 of his relatives.",0,0.0,6,13.3,24
345,"Obama says America is great, but let's ""try to change it.""",0,0.3716,5,4.6,11
346,Only 20 colleges and universities have athletic departments with revenue exceeding expenses.,1,0.0,1,16.4,12
347,The city of Charlotte passed a bathroom ordinance mandate on every private-sector employer in Charlotte.,0,0.0,2,14.3,15
348,Medicare is going broke. The trust fund goes bankrupt in 2026.,0,-0.4767,2,3.6,11
349,The Clintons foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia.,1,0.4215,1,16.5,15
350,"Rick Perry was the (campaign) chairman for Al Gore at one time, not too many years ago.",1,0.0,4,6.8,17
351,My husband and I have never gotten a penny of money from the farm.,0,0.0,1,3.4,14
352,The health care law adds around $800 billion of taxes on the American people. It does not discriminate between rich and poor.,0,-0.4261,3,6.3,22
353,Says Obama policies contributed to gas prices rising from $1.89 in January 2009 to $3.51 today.,0,0.0,5,10.1,16
354,"U.S. Rep. Alan Grayson ""compared a former vice president to a vampire ... and compared America's health care system to the Holocaust.""",1,0.4939,10,14.4,22
355,"Back in the Great Recession, when millions of jobs across America hung in the balance, Donald Trump said rescuing the auto industry didnt really matter very much. He said, and I quote again, Let it go.",0,0.2521,6,9.3,36
356,"Says Rep. Charles Bass supports privatizing Social Security, risking trillions more on Wall Street.",0,0.3818,3,14.5,14
357,"After Russia went to war with Georgia in 2008, the U.S. sent a very strong message to Vladimir Putin by sending warships to the Black Sea and airlifting combat troops that Georgia had in Afghanistan back to Georgia.",0,-0.4951,4,19.6,38
358,"A Georgia religious freedom bill would help Catholic institutions that, under Obamacare, could be forced to provide abortion-inducing drugs.",0,0.5994,4,18.3,19
359,No one on my staff has ever been charged with a crime.,0,-0.7579,1,1.4,12
360,Arizona is spending less on a per-capita basis than every single state in this country in higher education.,1,0.0,2,11.1,18
361,"For the cost of $5 vanilla soy latte a day, you can get a sweet health insurance plan to match.",1,0.4588,3,6.5,20
362,Rep. Frank Wolf voted to allow terror suspects to buy guns.,1,-0.5994,2,5.0,11
363,Says Donald Trump has the gall to say that prisoners of war like John McCain arent heroes.,1,-0.8127,1,7.6,17
364,"This is the first time in our state, and one of the first times in the country, where benefit reductions . . . has happened to people who are retired.",1,0.4588,6,13.2,30
365,"Access for 12,000 women to use Planned Parenthood -- not for the right to choose, but for basic health care -- was taken away by Wisconsin Gov. Scott Walker and Lt. Gov. Rebecca Kleefisch.",1,0.6486,10,9.4,34
366,Says Mark Warner told PolitiFact Nationals Lie of the Year in 2013.,0,0.0,1,6.6,12
367,There was serious voter fraud in California.,0,-0.6249,1,7.6,7
368,"The House-passed budget proposal could cut funding for programs that help keep local neighborhoods safe, slash more than $1.7 million in anti-terror funds for Ohio.",1,0.34,6,17.4,25
369,"Says when Rhode Island Lottery was proposed, state residents were enticed to vote for it with the promise that the money would be used for education.",0,0.3182,2,14.0,26
370,CBO reports that delaying the Obamacare individual mandate will reduce the deficit by $35 billion over ten years.,1,-0.4019,2,12.7,18
371,Voted the best specialty plate in America,0,0.6369,0,5.6,7
372,We dont allow filming inside of the City Hall unless there is a specific reason.,0,-0.1695,1,6.8,15
373,"Says Democrats racked up a $1 billion state deficit, while Republicans under Bill OBrien balanced the budget.",0,-0.4019,3,12.8,17
374,"The IAEA, or the International Atomic Energy Agency, last month said the Iranians are not currently living up to their obligations.",1,0.2732,3,14.0,21
375,Says Matt Wand has sided with anti-choice activists to restrict access to reproductive health care services.,1,0.1531,2,13.9,16
376,"Under President Barack Obama,Weve got the lowest labor force participation in over three decades, since 1978.",1,-0.3818,3,14.3,16
377,Ohios electricity rates are 10 percent below the national average.,1,0.0,1,10.4,10
378,"In the last 50 years, (the federal government has) only balanced the budget five times.",1,0.0,4,9.0,15
379,Weve seen six months of positive job growth by the private sector.,1,0.7351,1,6.1,12
380,"Gov. Pence said, inarguably, Vladimir Putin is a better leader than President Obama.",1,0.4404,4,11.2,13
381,"When I left Washington, we had a $5 trillion surplus.",0,0.0,3,4.3,10
382,"When my grandfather came to this country back in 1925, there were no government benefits.",0,0.1027,2,9.6,15
383,"Says, I-205, six miles of which runs through my district, already carries more traffic than I-5.",1,0.0,6,10.4,16
384,I had the lowest net worth of any American president in the 20th century when I took office.,1,-0.1779,1,7.2,18
385,And he's the only candidate who will fight for a national catastrophe fund to reduce insurance rates.,1,-0.7906,2,10.6,17
386,All of Liberia can produce less than one-third as much electricity as the Dallas Cowboys football stadium consumes at peak times.,1,0.0,2,13.5,21
387,The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.,0,-0.4767,1,8.2,18
388,Were borrowing 20% of (the federal) budget.,1,0.0,4,7.0,7
389,The Medicaid expansion is going to cost Florida $1.9 billion a year.,0,0.0,3,6.9,12
390,"Between the year 2000 and 2006, (insurance) premiums in this country doubled.",1,0.0,4,10.5,12
391,Says Rand Paul denied that he put forward a bill ... to zero out foreign aid and specifically spoke about Israel.,1,-0.4404,4,10.5,21
392,There is long historical precedent for a Supreme Court with fewer justices.,0,0.5574,1,9.7,12
393,(George) LeMieux never requested a single earmark and pushed to ban them all.,1,-0.5574,3,8.6,13
394,"You know what Truman said, You want a friend in Washington, buy a dog.",0,0.5423,3,4.7,14
395,Milwaukee County government employees pay much more for their health care than City of Milwaukee or State of Wisconsin employees.,1,0.4215,1,14.5,20
396,Because as a Senator Toomey stood up for Wall Street. He wanted to privatize Social Security and invest it in the stock market. Wall Street would make billions in fees even if the stock market crashed.,1,0.34,3,6.3,36
397,"It's ""common knowledge"" that al-Qaida is receiving training from Iran.",0,0.0,5,12.3,10
398,"Ive got the spending down, Ive got the debt down a little bit, Ive got the reserves up.",1,-0.3612,3,5.9,18
399,When I talk about (raising the) minimum wage ... half of Republicansagree with it.,1,0.0,6,10.1,14
400,Says President Barack Obamas overturning of the Mexico City Policy means federal tax dollars can be used to fund abortion all over the world.,0,0.0,1,13.7,24
401,"Over half of science, technology, engineering and mathematics students receiving advanced degrees are not citizens of the United States of America.",1,0.5859,3,17.6,21
402,"The last quarter, it was just announced, our gross domestic product was below zero. Who ever heard of this? Its never below zero.",0,-0.4767,5,4.3,23
403,"Unlike you and me, Congress gets to keep up to $11,000 a year in taxpayer subsidies under Obamacare.",1,0.0,4,9.3,18
404,The 2010 DREAM Act failed despite strong bipartisan support.,0,-0.6733,1,10.3,9
405,"During the George W. Bush period, there were 13 attacks on various embassies and consulates around the world. Sixty people died.",1,-0.7579,4,6.3,21
406,Says Texas high school graduation rates are at an all-time highthe third-highest in the nationwhich represents a significant turnaround from just a few short years ago.,1,0.2023,3,17.5,26
407,Public display of a long rifle is perfectly legal in Texas.,1,0.6908,1,5.0,11
408,Says Transportation Secretary Ray LaHood will force you to stop using your cell phone while driving.,0,-0.296,1,11.6,16
409,Says Donald Trumps tax plan gives the wealthy and corporations more than the Bush tax cuts by at least a factor of two.,1,0.0772,1,9.9,23
410,Houston is the third-most toxic city in the United States of America.,1,0.4215,2,7.3,12
411,The state GOP ticket says their top priority is a career-long mission to outlaw abortion in all cases and ban some common forms of birth control.,0,-0.4215,2,13.3,26
412,"As a result of Roe vs. Wade, Americas maternal mortality rate dropped dramatically.",1,0.0,3,7.5,13
413,"We definitely lost way more jobs in Texas this year than we gained we lost 300,000 jobs in Texas alone this year.",1,-0.0772,2,9.3,22
414,Planned Parenthood is not actually doing womens health issues.,0,0.0,1,11.3,9
415,"Most of the stimulus money will be spent not this year, not next year, but in 2011.",0,0.0,3,5.6,17
416,Holly Turner... still takes her homestead (property tax) exemption in Fort Worth.,0,0.2263,6,12.0,12
417,Mercedes-Benz USA moving its headquarters to Atlanta will create at least 800 jobs.,1,0.2732,2,10.8,13
418,Fast and Furious began under the Bush administration.,0,-0.5719,1,9.7,8
419,"Says 80 percent of North Carolinians support the concept that men should not be in womens restrooms, changing rooms, bathrooms, etc.",1,0.4019,4,14.2,21
420,"Says Alaska Sen. Mark Begich is on record supporting a carbon tax, even pushing Harry Reid to make it a priority.",0,0.4404,3,4.7,21
421,Georgia had the worst job losses in state history under GOP watch.,1,-0.7783,1,6.1,12
422,"Under the House health care bill, the government ""will have to penalize citizens if we choose not to buy a plan that will cost a minimum of about $15,000 per family per year.""",0,0.4939,6,15.5,33
423,Says 85 percent of Milwaukee shootings involve people with extensive criminal records shooting other people with extensive criminal records.,1,-0.7783,1,18.3,19
424,Bill Clinton cut the military drastically.,1,-0.2732,1,10.6,6
425,Florida is second in the nation in the uninsured.,1,0.0,1,4.5,9
426,"Says Barack Obama endorsed a total ban on the manufacture, sale and possession of all handguns.",0,-0.3818,2,10.1,16
427,75 percent of the Obamacare tax falls on the middle class.,0,0.0,1,4.6,11
428,Hartsfield-Jacksons new international terminal is opening within budget.,0,0.0,2,20.9,8
429,Says 92 percent of Texas counties had no abortion provider in 2008.,1,-0.296,1,6.6,12
430,"By advocating new requirements for voters to show ID cards at the polls, Republicans want to literally drag us all the way back to Jim Crow laws.",0,-0.1531,2,12.8,27
431,The United states is borrowing more than 40 cents of every dollar we spend.,1,0.4215,1,6.4,14
432,Says Charlie Bass forfeits right to equal cost for TV ads under FCC rules,0,0.0,0,5.8,14
433,I am now the No. 2 member of this House in terms of length of service.,1,-0.296,2,2.8,16
434,"It was found unconstitutional to drug test elected officials because it prevents us, as citizens, from having that First Amendment right.",0,0.0772,3,15.3,21
435,Says the inspector general for the IRS said there was no political motivation and no outside influence for targeting of tax-exempt applications from tea party groups,1,0.1779,1,16.9,26
436,Says the United States is the Saudi Arabia of coal.,1,0.4215,1,3.4,10
437,More black babies are aborted in NYC than born.,1,0.0,1,3.5,9
438,Martin Luther King Jr. was a Republican.,0,0.0,2,5.0,7
439,Says the states rainy day fund is our insurance policy against a major natural disaster.,0,-0.4404,1,9.3,15
440,"There comes a point in the last year of the president, especially in their second term, where you stop nominating both Supreme Court justices and Court of Appeals judges.",0,0.34,3,16.1,29
441,State Rep. Elena Parent supported Governor Nathan Deals plan to slash the HOPE scholarship.,0,0.5904,2,11.8,14
442,"Under Gov. Tom Corbett, Pennsylvania ranks 49th in job creation.",1,0.2732,3,9.5,10
443,"Under Gov. Kitzhaber, unemployment rose 65 percent, state spending went up 57 percent and personal incomes declined compared to the rest of the country.",1,-0.4404,4,15.9,24
444,After the 2001 and 2003 Bush tax rate cuts ... there was more money coming into the treasury.,0,-0.1027,4,8.1,18
445,Says Donald Trump is on record extensively supporting (the) intervention in Libya.,1,0.4404,3,12.5,12
446,"Says Rick Scott cut education to pay for even more tax breaks for big, powerful, well-connected corporations.",1,0.0772,4,12.8,17
447,"Says Ron Johnson justifies his support of trade agreements by saying the U.S. has the Trade Adjustment Assistance program for displaced workers, but then he voted to eliminate it.",0,0.34,4,17.6,29
448,"On the night of the Wisconsin state Senate vote on the budget package, a mob showed up and busted down the door and took over the Capitol.",1,0.0,2,11.6,27
449,"In the last 24 months, 10 rural Texas hospitals have been forced to shut their doors because state leaders chose not to expand Medicaid.",0,-0.6075,2,12.8,24
450,Says Texas is dead last in support for mental health.,1,-0.3818,1,4.3,10
451,Says Chuck Hagel has called for an end to our nuclear program.,0,0.0,1,4.6,12
452,Ted Cruz defended a Chinese company that stole an invention from an American inventor.,1,0.0,1,10.1,14
453,"When I was born, less than 10 percent of the federal budget was entitlement spending. Its now 60 percent of the budget.",1,0.0,3,5.0,22
454,Rhode Island has the highest percentage of uninsured adults of any state in New England.,1,0.0,1,9.3,15
455,Zika mosquitoes cant catch me.,1,0.0,1,5.6,5
456,Pinellas County voters elected me as their chief financial officer (and) elected me as (their) governor four years ago.,1,0.0,5,13.1,19
457,Says opponents of the health care law prevailed on our two main arguments to the U.S. Supreme Court.,1,0.6249,3,9.3,18
458,Its clear thatHillary Clintonviolated national security laws.,0,0.6124,1,19.1,7
459,"In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city.",0,-0.7703,4,12.8,27
460,"Under the Endangered Species Act, only 1 percent of the species that have been listed have actually been delisted.",1,0.0,2,11.9,19
461,"House Republicans ""weren't part of the negotiations"" on the Wall Street bailout plan.",0,-0.1027,4,11.5,13
462,"In Rhode Island, there were thousands of jobs that were created by the federal stimulus program",0,0.25,1,10.1,16
463,Says states not directly involved in the gay marriage lawsuits that reached the Supreme Court are not bound by the courts ruling.,0,0.5267,1,12.7,22
464,"Says Arizona, Missouri and Texas residents have a two-pet limit, so the public must surrender their third pet to the Humane Society.",0,0.0,4,13.4,22
465,Every bit of plastic that has ever been created still exists.,0,0.25,1,5.9,11
466,Clinton's former pastor convicted of child molestation.,0,-0.4404,2,15.0,7
467,U.S. Sen. Bill Nelson chose to side with President Obama against the Keystone pipeline,1,0.0,3,10.1,14
468,Says Nelson Mandela was a communist.,1,0.0,1,5.9,6
469,African Americans are twice as likely to be arrested and almost four times as likely to experience the use of force during encounters with the police.,1,-0.4767,1,14.2,26
470,"On the Iraq war, I said it loud and clear, Youll destabilize the Middle East.",0,-0.3182,3,5.9,15
471,I built that border fence in San Diego...and it reduced the smuggling of people and drugs...by 90 percent.,1,-0.4767,7,10.8,18
472,"Says the person who Florida U.S. Rep. Allen West first hired as chief of staff told people attending a Tea Party rally that, We will use bullets if ballots dont work.",1,0.4019,5,7.0,31
473,Bing Energy said it decided to move to Florida because of Gov. Rick Scotts plan to eliminate the corporate tax.,1,0.2732,2,5.2,20
474,"Texas ranks: #1 in worker deaths, #1 carbon emissions, #50 in high school graduates, #50 in funding for mental health patients.",1,0.0,9,13.1,21
475,Obamas dog has his own plane,0,0.0,0,-0.5,6
476,Americans havent had a raise in 15 years.,1,0.0,1,2.6,8
477,The Romney-Ryan plan for Medicare does not affect benefits for anyone 55 or older.,1,-0.2924,2,8.8,14
478,Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics.,0,0.4019,1,18.5,31
479,We lowered the business tax from 4 percent down to 1 percent.,1,-0.128,1,4.2,12
480,The president promised that if he spent money on a stimulus program that unemployment would go to 5.7 percent or 6 percent. Those were his words.,0,-0.1027,3,6.8,26
481,Florida's cost for the Medicaid expansion will be $1.6 billion a year or more.,1,0.0,4,7.4,14
482,Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.,1,0.2732,5,13.4,19
483,The federal government is now on track for the second-largest budget deficit in 65 years.,1,-0.4019,2,9.6,15
484,Foreign aid makes up about 1 percent of our entire budget.,1,0.0,1,4.6,11
485,"We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.",1,0.5106,6,6.8,17
486,A provision of the Senate immigration bill would require you to have government permission to get a second job.,1,0.0,1,11.1,19
487,Says Denzel Washington supports Donald Trump and speaks out against Barack Obama.,0,0.3612,1,12.0,12
488,"Says state's expected ""increase in federal political clout is almost entirely due to the growth of the African American and Hispanic populations in Texas in virtually every region of the state.",1,0.5994,3,18.8,31
489,Says Democratic gubernatorial candidate Mary Burke has proven on the Madison Board of Education that she supports raising taxes and spending.,1,0.3612,1,16.2,21
490,Buried in the Affordable Care Act is a huge government bailout.,1,0.6249,1,6.8,11
491,Were spending $1 trillion a year on our foreign policy.,1,0.0,2,5.2,10
492,"Says Charlie Crist stood there, over 3 African-American prisoners inchains, on their knees, on the side of the road. Saying that it was a great sight. Saying we needed to bring it to Florida.And you did this whether you know or not on the eve of Juneteenth, the day the African-American community celebrates the end of slavery.",1,-0.0772,10,10.4,57
493,Three thousand felons voted in Rhode Island in 2008.,1,0.0,1,6.1,9
494,The health care price tag for childhood obesity in Georgia is $2.4 billion annually and rising.,0,0.4939,3,10.1,16
495,"Says Congressman Jon Runyan has a plan to raise Medicare costs $6,400 a year.",0,0.0,3,7.1,14
496,"There currently are 825,000 student stations sitting empty across Florida in every district and at every grade level.",1,-0.2023,2,13.8,18
497,"Says streetcars carry more people than buses you attract more riders who dont ride transit now, and actually the operating costs are not any greater than the bus.",1,0.1002,2,15.3,28
498,99 percent of all new income today (is) going to the top 1 percent.,1,0.2023,3,3.8,14
499,We have a higher rate of tested lead in people in Cleveland than in Flint.,1,0.0,1,4.9,15
500,25 percent of federal inmates are noncitizens.,1,0.0,1,9.0,7
501,"I have the most Grammys of anyone my age, but I havent won one against a white person.",0,-0.612,2,5.6,18
502,Reporters rehearse questions with White House press (secretary).,0,0.0,3,16.2,8
503,Governor Deal has increased education spending every year hes been in office.,1,0.2732,1,10.5,12
504,"From Obama's book: ""I found a solace in nursing a pervasive sense of grievance and animosity against my mother's race.""",0,-0.7184,6,12.1,20
505,Donald Trump called the military that I served in a disaster.,1,-0.6249,1,5.9,11
506,Says Sen. Elizabeth Warren lives in a $5.4 million mansion.,0,0.0,4,7.1,10
507,The Obama administration just issued instructions that terrorism training should not involve any reference to Islam.,0,-0.6808,1,16.3,16
508,60 percent of all Americans do not want to see Planned Parenthood defunded.,1,-0.0572,1,7.9,13
509,"Says unemployment in Trenton is twice as much as what we see in every other area of the state and, as a result, we have seen an increase in crime.",0,-0.6249,3,11.9,30
510,The Bush administration had been giving (auto companies) billions of dollars and just asking nothing in return.,0,0.34,3,13.4,17
511,Clayton County Public Schools recently achieved a milestone that has eluded other metropolitan districts across the state by meeting federal guidelines for having a highly qualified staff.,1,0.0,1,20.3,27
512,I took the state of Ohio from an $8 billion hole to a $2 billion surplus.,1,0.0,3,3.7,16
513,"For thousands of public employees, Wisconsin Gov. Scott Walkers budget-repair bill would take away any say they have in the workplace, and eliminate their union.",1,0.0,5,10.6,25
514,Says Charlotte Nash pretends to be a chicken farmer in order to get property tax exemptions.,0,-0.1027,1,9.2,16
515,On birthright citizenship for illegal immigrants.,0,-0.5574,1,16.1,6
516,Republican candidate for governor Ken Block was fined and had to admit that (he) funneled money illegally to the Moderate Party.,1,0.1779,3,13.3,21
517,The new Atlanta Braves stadium will require no tax increase for homeowners and provide $3 million annually for Cobb County schools.,1,0.4588,2,14.0,21
